ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODU=,2021-11-21T05:10:02+00:00,UHF_NS,297.9999948800001,None,None,None,None,None,2.58913969993591,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTE=,2023-03-16T21:34:50+00:00,UHF_NS,295.0517350400001,None,None,None,None,None,6.27640104293823,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc1Mg==,2023-01-13T11:45:51+00:00,LBAND,255.4987208971956,10.390428128765645,4.958557936163611e-05,59000.0,2.2912,0.24,570.21337890625,1.394,-3.17099,0.06,0.1004914314516129
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY0Mw==,2020-04-09T01:28:06+00:00,LBAND,520.5635851962609,10.39058960946137,5.830845634215823e-05,59000.0,2.1661,0.238,511.549133300781,0.782,-0.853332,0.09,0.0836639404296875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0Mw==,2019-07-01T17:43:45+00:00,LBAND,1025.604356785047,10.390495041842234,3.363271675990036e-05,59000.0,1.6013,0.094,1047.841796875,1.537,-0.620331,0.08,0.07383586749932121
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzc4ODg=,2023-12-11T15:21:08+00:00,LBAND,255.4922084485981,10.390266713568897,2.239386638364564e-05,59000.0,1.266,0.083,1024.71838378906,2.423,-2.81619,0.05,0.07793598790322581
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzMw==,2020-03-18T02:27:58+00:00,LBAND,513.5858242990647,10.390608578355028,2.504921678099494e-05,59000.0,0.8108,0.113,601.655517578125,1.161,-0.301505,0.07,0.09919084821428571
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5MzY=,2023-05-16T17:35:00+00:00,UHF_NS,299.99994880000014,None,None,None,None,None,3.09594893455505,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NjA=,2022-10-31T06:33:37+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,14.3586740493774,0.016051305796044624,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODY=,2022-06-23T15:04:44+00:00,UHF_NS,275.9999385600001,None,None,None,None,None,2.15226745605469,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTI=,2022-06-02T16:27:09+00:00,UHF_NS,296.06498304000013,None,None,None,None,None,3.34080576896667,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzc4OTA=,2023-11-29T16:48:19+00:00,LBAND,511.54544927102796,10.390204224445405,1.800596845333338e-05,59000.0,0.9348,0.101,724.191833496094,1.255,-3.00782,0.05,0.13878038194444445
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzc4ODk=,2023-11-30T17:04:26+00:00,LBAND,255.56959222429902,10.390184277699673,3.855937729165281e-05,59000.0,0.8849,0.099,752.580078125,1.608,-2.83094,0.09,0.09617565524193548
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYwNA==,2020-02-28T04:01:47+00:00,LBAND,257.53692112149463,10.390533230508083,0.00022509255412973754,59000.0,7.9038,1.009,219.261840820312,0.571,-0.529475,0.15,0.10817792338709678
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NjE=,2022-11-26T04:51:25+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,1.54724192619324,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Mzc=,2023-05-26T16:55:48+00:00,UHF_NS,279.99996928000013,None,None,None,None,None,2.28602647781372,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODc=,2022-10-03T08:23:40+00:00,UHF_NS,299.99996928000013,None,None,None,None,None,3.00276827812195,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTM=,2023-02-28T22:37:46+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,7.29812049865723,0.008238785197423194,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NjI=,2023-03-02T22:29:52+00:00,UHF_NS,297.0517811200001,None,None,None,None,None,6.29610300064087,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Mzg=,2023-05-31T16:36:09+00:00,UHF_NS,279.99995904000014,None,None,None,None,None,2.5987274646759,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODg=,2022-08-16T11:32:24+00:00,UHF_NS,295.9999488000001,None,None,None,None,None,1.61012268066406,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTQ=,2022-09-29T08:39:23+00:00,UHF_NS,292.0493875200001,None,None,None,None,None,5.53653144836426,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NjM=,2022-08-11T11:52:04+00:00,UHF_NS,295.9999385600001,None,None,None,None,None,3.31096982955933,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODk=,2021-11-06T06:09:00+00:00,UHF_NS,299.9999488000001,None,None,None,None,None,3.77757883071899,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Mzk=,2023-05-11T17:54:39+00:00,UHF_NS,299.99995904000014,None,None,None,None,None,3.02689337730408,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTU=,2023-03-11T21:54:29+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,5.18953895568848,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3OA==,2020-08-26T20:10:33+00:00,LBAND,255.49872089719557,10.390876173172607,4.808885448120553e-05,59000.0,0.6058,0.113,443.789459228516,1.291,-0.861047,0.1,0.0918913810483871
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzNw==,2020-04-03T02:39:02+00:00,LBAND,514.6049244112143,10.390564203769078,5.88161366698227e-05,59000.0,0.8961,0.228,327.183776855469,0.57,-0.993683,0.15,0.0877685546875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NjQ=,2021-07-28T12:46:11+00:00,UHF_NS,338.0786892800001,None,None,None,None,None,3.33453345298767,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTA=,2021-12-01T04:30:44+00:00,UHF_NS,295.9999488000001,None,None,None,None,None,5.15845918655396,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDA=,2023-05-06T18:14:19+00:00,UHF_NS,299.9999795200001,None,None,None,None,None,2.69089341163635,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTY=,2022-09-11T09:50:10+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,37.4752159118652,0.037373462300359823,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NjU=,2022-06-24T14:57:29+00:00,UHF_NS,676.0688947200003,None,None,None,None,None,8.97102451324463,0.006615688822570498,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTE=,2022-01-17T01:25:56+00:00,UHF_NS,295.05391616000014,None,None,None,None,None,2.36176896095276,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTc=,2021-05-11T17:52:39+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,3.63733673095703,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzQ5OTA=,2023-10-30T16:09:25+00:00,LBAND,511.54544927102796,10.390223889568862,2.371165446499939e-05,59000.0,2.3099,0.059,1893.81848144531,3.102,-2.79416,0.05,0.09750124007936507
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NjY=,2022-07-31T12:35:19+00:00,UHF_NS,299.06052096000013,None,None,None,None,None,5.07021617889404,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTI=,2022-12-31T02:33:47+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,5.77124309539795,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTg=,2022-03-21T21:14:08+00:00,UHF_NS,296.0716902400001,None,None,None,None,None,3.62908124923706,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4MQ==,2020-09-11T18:12:07+00:00,LBAND,255.57778900934514,10.390836837478368,1.657097152647724e-05,59000.0,2.0322,0.09,1183.31555175781,3.062,-0.935445,0.03,0.08880418346774194
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDE=,2021-12-02T04:26:47+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,7.98672676086426,0.008045283375265225,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Njc=,2023-03-31T20:35:51+00:00,UHF_NS,295.0451404800001,None,None,None,None,None,18.7654724121094,0.026152878980248522,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTM=,2022-06-21T15:12:35+00:00,UHF_NS,279.9999795200001,None,None,None,None,None,4.50115346908569,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMTk=,2023-04-06T20:12:16+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,2.3615095615387,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDI=,2022-09-16T09:30:30+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,2.83567476272583,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Njg=,2022-09-26T08:51:11+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,4.73321628570557,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTQ=,2021-06-17T15:27:41+00:00,UHF_NS,278.9998796800001,None,None,None,None,None,2.35580539703369,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzMDQ=,2023-06-28T02:28:41+00:00,LBAND,255.56959222429902,10.390160254230334,4.853831292256355e-05,59000.0,1.4524,0.227,451.178436279297,0.999,-0.680205,0.08,0.10149949596774194
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc0OA==,2022-12-19T11:38:05+00:00,LBAND,511.5476240747657,10.39038225352829,1.453700798100229e-05,59000.0,1.2161,0.037,2340.07373046875,3.622,-2.47461,0.05,0.07998511904761904
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMjA=,2022-11-16T05:30:44+00:00,UHF_NS,295.06928640000007,None,None,None,None,None,2.52802300453186,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDM=,2022-07-11T13:53:58+00:00,UHF_NS,296.04724736000014,None,None,None,None,None,7.09912300109863,0.005957666107001314,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Njk=,2021-11-01T06:28:41+00:00,UHF_NS,298.0472422400001,None,None,None,None,None,3.35976624488831,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTU=,2023-01-01T02:29:52+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,4.35119342803955,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMjE=,2023-01-22T01:07:18+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,2.57299327850342,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc2Mg==,2023-04-22T02:48:47+00:00,LBAND,255.4987208971956,10.390194192176633,5.199432364659545e-05,59000.0,1.8931,0.238,469.867645263672,1.058,-0.414595,0.09,0.08776461693548387
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyNg==,2020-03-06T06:16:54+00:00,LBAND,905.4990020186908,10.390612442132262,1.834197711101698e-05,59000.0,0.7444,0.065,958.83837890625,1.242,-0.785329,0.07,0.10551234654017858
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDQ=,2022-07-01T14:33:16+00:00,UHF_NS,296.06052864000014,None,None,None,None,None,8.12021160125732,0.006673824671062051,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NzA=,2021-04-22T19:07:18+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,3.31526446342468,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTY=,2021-10-26T06:52:15+00:00,UHF_NS,295.0605516800001,None,None,None,None,None,4.58156585693359,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMjI=,2022-05-31T16:35:00+00:00,UHF_NS,299.9999283200001,None,None,None,None,None,2.67250299453735,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYxMQ==,2020-03-04T02:33:58+00:00,LBAND,369.4896807476629,10.390575467820701,3.137097998253915e-05,59000.0,1.7965,0.08,1289.32629394531,2.657,-0.201423,0.06,0.10138888888888889
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzU0MTE=,2023-06-06T02:38:06+00:00,LBAND,510.60717099065414,10.390178235068054,2.476014450346087e-05,59000.0,1.0273,0.036,2096.49633789062,3.406,-0.654139,0.07,0.10832093253968254
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDU=,2023-03-07T22:10:12+00:00,UHF_NS,297.05179136000015,None,None,None,None,None,1.66030430793762,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NzE=,2021-06-30T14:37:29+00:00,UHF_NS,260.0000000000001,None,None,None,None,None,1.73898136615753,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTc=,2021-10-22T07:08:00+00:00,UHF_NS,298.0472422400001,None,None,None,None,None,7.14901971817017,0.0066001320486764265,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMjM=,2022-10-21T07:12:49+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,4.74771451950073,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDY=,2022-02-02T00:23:01+00:00,UHF_NS,298.9999513600001,None,None,None,None,None,4.28053760528564,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDc=,2022-01-12T01:45:36+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,2.51387000083923,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NzI=,2022-05-16T17:33:59+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,1.74056279659271,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NzM=,2021-11-11T05:49:22+00:00,UHF_NS,297.9999641600001,None,None,None,None,None,4.97139358520508,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTg=,2022-12-01T04:31:45+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,2.28482031822205,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMjQ=,2023-01-11T01:50:33+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,3.93733596801758,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzOQ==,2020-04-05T02:04:49+00:00,LBAND,514.6049244112143,10.390593960676249,4.271678498468527e-05,59000.0,2.2188,0.164,686.694091796875,1.189,-0.552621,0.07,0.10140749007936507
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5OTk=,2022-11-11T05:50:23+00:00,UHF_NS,296.0759193600001,None,None,None,None,None,1.74070608615875,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMjU=,2022-05-26T16:54:41+00:00,UHF_NS,298.9999206400001,None,None,None,None,None,6.92078685760498,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyNw==,2022-03-10T10:37:35+00:00,LBAND,511.5476240747657,10.390435298543306,4.501870662716781e-05,59000.0,1.3025,0.083,847.61279296875,1.458,-1.85207,0.09,0.0990358382936508
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDg=,2022-06-14T15:39:58+00:00,UHF_NS,299.9999590400001,None,None,None,None,None,4.72266530990601,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NzQ=,2021-06-29T14:38:26+00:00,UHF_NS,260.0000000000001,None,None,None,None,None,7.33194828033447,0.01037423262500422,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDA=,2022-05-11T17:53:38+00:00,UHF_NS,299.99995904000014,None,None,None,None,None,2.11003375053406,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMjY=,2022-05-23T17:06:28+00:00,UHF_NS,296.07163904000015,None,None,None,None,None,2.96046161651611,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY1NA==,2020-05-11T07:56:01+00:00,LBAND,513.8208322990647,10.390621931188624,4.222261052700686e-05,59000.0,0.7718,0.16,412.495666503906,0.678,-0.809003,0.12,0.07624937996031746
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg4MDU=,2023-06-21T15:13:36+00:00,UHF_NS,279.9999897600001,None,None,None,None,None,2.6439573764801,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NDk=,2022-07-16T13:34:17+00:00,UHF_NS,297.06047488000013,None,None,None,None,None,6.0579137802124,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTA=,2022-10-26T06:53:18+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,2.38146281242371,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NzU=,2022-04-15T19:33:57+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,2.64950203895569,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NzY=,2023-02-21T23:05:25+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,23.1908016204834,0.027188958434737905,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDE=,2022-02-21T23:04:14+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,3.78383779525757,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDI=,2023-01-26T00:51:34+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,4.12412118911743,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyOQ==,2020-03-11T03:00:52+00:00,LBAND,257.53692112149463,10.3905879023464,1.37009978964215e-05,59000.0,1.3121,0.015,5602.5537109375,13.972,-0.46733,0.04,0.09050529233870967
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY0Ng==,2020-04-13T03:25:25+00:00,LBAND,513.5858242990647,10.390563168445528,3.986659349476961e-05,59000.0,0.8369,0.163,480.986236572266,0.801,-0.890724,0.11,0.11889260912698413
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTE=,2022-02-01T00:26:56+00:00,UHF_NS,296.06052864000014,None,None,None,None,None,6.32809400558472,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg4MDY=,2023-06-11T15:52:54+00:00,UHF_NS,279.9999795200001,None,None,None,None,None,6.1811203956604,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Nzc=,2022-05-21T17:14:19+00:00,UHF_NS,299.9999795200001,None,None,None,None,None,3.19439768791199,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDM=,2022-03-16T21:33:48+00:00,UHF_NS,296.0717004800001,None,None,None,None,None,7.48491477966309,0.005817605711607394,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4NQ==,2019-11-02T09:20:00+00:00,LBAND,265.61210736448623,10.390525214057384,5.005417241330082e-05,59000.0,1.5029,0.153,560.216857910156,1.68,-0.698744,0.09,0.07765355603448276
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyMg==,2021-12-27T12:09:35+00:00,LBAND,511.5476240747657,10.390589373409354,2.292816051979761e-05,59000.0,3.3688,0.078,1830.31872558594,2.995,-2.17512,0.05,0.09032428075396826
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY2MA==,2020-05-24T20:07:16+00:00,LBAND,510.8415019065414,10.390694199548868,2.791968550903502e-05,59000.0,1.2104,0.077,1131.26916503906,1.907,-0.591669,0.07,0.13938492063492064
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTI=,2022-02-25T22:48:31+00:00,UHF_NS,299.0716928000001,None,None,None,None,None,1.99036133289337,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Nzg=,2021-11-16T05:29:42+00:00,UHF_NS,297.9999744000001,None,None,None,None,None,5.85614728927612,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg4MDc=,2023-06-26T14:53:56+00:00,UHF_NS,279.99996928000013,None,None,None,None,None,3.25827503204346,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDQ=,2022-04-16T19:29:58+00:00,UHF_NS,300.0000000000001,None,None,None,None,None,5.4871129989624,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4NQ==,2020-10-12T19:21:58+00:00,LBAND,511.6255940186909,10.390851627486416,1.439597400865592e-05,59000.0,0.6722,0.071,943.765380859375,1.628,-0.985074,0.05,0.07449776785714286
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4OA==,2019-11-23T18:15:21+00:00,LBAND,258.55669353271054,10.390568946740615,0.00010231720246905026,59000.0,1.5755,0.238,285.941864013672,0.874,-1.09867,0.15,0.07824666295884315
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NDM3OTE=,2024-01-10T12:10:51+00:00,LBAND,511.46806549532704,10.390271929836358,2.681805275002947e-05,59000.0,1.7318,0.117,1029.44311523438,1.594,-3.38397,0.06,0.11560639880952381
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTM=,2021-10-31T06:32:36+00:00,UHF_NS,296.06053888000014,None,None,None,None,None,5.67106866836548,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5Nzk=,2022-10-16T07:32:34+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,4.29164743423462,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg4MDg=,2023-06-06T16:12:33+00:00,UHF_NS,279.99995904000014,None,None,None,None,None,2.18753147125244,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDU=,2022-12-06T04:12:05+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,1.42096769809723,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY1Nw==,2020-05-17T21:17:35+00:00,LBAND,513.8999004112143,10.390621031640528,2.205551191128939e-05,59000.0,3.8545,0.068,3003.45727539062,4.268,-0.486578,0.04,0.1047210693359375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyNA==,2022-01-30T13:09:01+00:00,LBAND,511.5476240747657,10.390620537481835,3.351657024950854e-05,59000.0,1.2036,0.103,733.731567382812,1.198,-2.1005,0.08,0.09182787698412699
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTQ=,2022-03-26T20:54:29+00:00,UHF_NS,297.07167744000014,None,None,None,None,None,8.30866527557373,0.006548084658741392,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODA=,2021-07-18T13:26:46+00:00,UHF_NS,258.0425830400001,None,None,None,None,None,2.8308310508728,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg4MDk=,2023-06-01T16:32:13+00:00,UHF_NS,279.99994880000014,None,None,None,None,None,4.65377473831177,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDY=,2021-09-27T08:46:18+00:00,UHF_NS,297.0539315200001,None,None,None,None,None,3.17430329322815,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzMg==,2020-03-16T09:24:18+00:00,LBAND,258.5571194018685,10.390590286456254,2.259023789103775e-05,59000.0,1.497,0.113,756.237121582031,1.933,-0.63901,0.05,0.10493321572580645
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc2Mw==,2023-04-29T03:24:30+00:00,LBAND,511.5476240747656,10.390235801365654,2.370993444530977e-05,59000.0,3.1314,0.094,1356.900390625,2.345,-0.617683,0.05,0.09722222222222222
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTU=,2021-05-10T17:56:36+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,3.81091332435608,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODE=,2022-01-20T01:14:08+00:00,UHF_NS,278.0781158400001,None,None,None,None,None,3.51092886924744,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg4MTA=,2023-06-16T15:33:14+00:00,UHF_NS,279.99996928000013,None,None,None,None,None,4.31029462814331,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDc=,2022-09-22T09:06:55+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,1.89607262611389,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczNA==,2022-06-18T23:51:33+00:00,LBAND,511.5476240747657,10.390418720986494,1.782564399549346e-05,59000.0,3.6219,0.041,3752.74560546875,5.775,-0.572265,0.04,0.10207403273809523
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3NQ==,2020-07-30T21:51:37+00:00,LBAND,255.89076695327034,10.390729407810328,1.640150458397709e-05,59000.0,1.2055,0.066,1265.59594726562,3.006,-0.779982,0.04,0.12934727822580644
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTY=,2021-06-15T15:35:35+00:00,UHF_NS,279.99996928000013,None,None,None,None,None,10.5124645233154,0.010472296892480588,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODI=,2022-07-26T12:54:57+00:00,UHF_NS,296.05391360000016,None,None,None,None,None,2.22840189933777,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDg=,2022-08-01T12:31:23+00:00,UHF_NS,296.9999564800001,None,None,None,None,None,4.56798887252808,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY1Mw==,2020-05-10T20:53:03+00:00,LBAND,512.8017321869152,10.390678874736432,2.035752769681917e-05,59000.0,0.9173,0.088,920.263488769531,1.508,-0.395787,0.06,0.25851004464285715
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYwMw==,2020-02-27T03:55:16+00:00,LBAND,514.6049244112143,10.390578822601347,8.43305807002107e-05,59000.0,1.4333,0.299,357.250946044922,0.633,-0.641024,0.15,0.09619915674603174
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTc=,2022-07-06T14:13:36+00:00,UHF_NS,296.06049792000016,None,None,None,None,None,3.36657905578613,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5ODM=,2021-06-16T15:31:38+00:00,UHF_NS,279.99996928000013,None,None,None,None,None,5.80629968643188,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzkwMDk=,2022-11-02T06:25:45+00:00,UHF_NS,280.0000000000001,None,None,None,None,None,5.05131149291992,None,None,None,None
