ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%)
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU2MQ==,2019-08-11T21:23:20+00:00,LBAND,258.321698691589,10.39059868561025,6.530134422771621e-05,59000.0,1.3408,0.262,370.352569580078,0.931,-0.818745,0.11,0.052697441601779756
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5OA==,2020-01-21T06:42:55+00:00,LBAND,262.55494699065446,10.3904849946057,3.76025585472164e-05,59000.0,1.019,0.171,487.572357177734,1.451,-1.08196,0.08,0.09092133620689655
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc1Nw==,2023-03-07T08:30:31+00:00,LBAND,255.57778900934514,10.390247783331933,3.693761426775488e-05,59000.0,2.5682,0.143,797.397827148438,2.063,-3.16537,0.05,0.10824092741935484
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTUzMQ==,2019-02-12T05:27:29+00:00,LBAND,375.9999940186916,10.390433864512184,0.0001574591360184758,59000.0,4.5658,0.705,270.719757080078,0.51,-1.24363,0.14,0.05119357638888889
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczMg==,2022-05-16T03:16:26+00:00,LBAND,511.5476240747656,10.390522838462163,1.436906933228838e-05,59000.0,5.9163,0.062,3661.935546875,5.703,-0.699114,0.03,0.1167999751984127
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTUzNw==,2019-04-22T07:35:35+00:00,LBAND,512.0000000000002,10.390372462388715,3.021207498715465e-05,59000.0,0.7068,0.126,535.782409667969,0.762,-1.14167,0.11,0.07412750278086763
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY5MA==,2020-11-14T13:07:51+00:00,LBAND,511.46965413084047,10.390857547279726,4.186394612492722e-05,59000.0,3.1999,0.117,1171.58276367188,1.994,-1.39411,0.06,0.0720796130952381
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc1OA==,2023-03-07T09:51:58+00:00,LBAND,511.5476240747656,10.390272349870584,2.231132383494971e-05,59000.0,2.8897,0.067,1827.765625,3.625,-3.22523,0.05,0.07631138392857142
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzODg=,2023-10-07T17:14:24+00:00,LBAND,255.56959222429902,10.390298463326975,3.563593177346608e-05,59000.0,1.8149,0.138,683.090209960938,1.772,-2.90979,0.06,0.10758463541666667
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU1NQ==,2019-08-05T23:00:12+00:00,LBAND,263.18197114018716,10.390547785467648,2.024822954360442e-05,59000.0,2.3335,0.068,1860.16723632812,4.466,-0.83291,0.04,0.08294046336206896
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0Ng==,2019-07-08T18:56:52+00:00,LBAND,514.3702956261684,10.39046549588623,3.677531270622074e-05,59000.0,1.2203,0.069,1076.97094726562,1.925,-0.530223,0.11,0.09723932676518883
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc0MA==,2022-08-30T17:53:35+00:00,LBAND,511.5476240747656,10.390452501880063,2.16683082902481e-05,59000.0,1.5241,0.099,1108.54760742188,1.854,-1.11372,0.05,0.13386656746031747
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzYyNTk=,2024-06-03T01:34:23+00:00,LBAND,510.5201142429906,10.390135314582759,3.42754130188743e-05,59000.0,1.1296,0.142,583.578491210938,0.972,-0.672103,0.08,0.11028955853174603
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzU0MjI=,2023-08-06T20:19:49+00:00,LBAND,511.545449271028,10.390212407848361,2.316341363753759e-05,59000.0,0.6627,0.09,737.231384277344,1.207,-0.90194,0.08,0.09802827380952381
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzU5NDQ=,2024-05-14T04:12:02+00:00,LBAND,255.56959222429902,10.390108884346226,3.46665160638025e-05,59000.0,1.1565,0.127,728.204956054688,1.569,-0.371781,0.07,0.11539188508064516
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwNQ==,2021-05-25T02:03:10+00:00,LBAND,255.5777890093451,10.390879179080267,2.026784026514142e-05,59000.0,1.0748,0.023,3109.90942382812,6.713,-0.179277,0.05,0.10499621975806452
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzU5NDk=,2024-05-15T02:06:58+00:00,LBAND,511.54544927102796,10.39000449239131,3.455442024887403e-05,59000.0,4.5716,0.054,2516.734375,4.313,-0.194552,0.07,0.09297495039682539
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzM0MDk=,2024-02-06T05:52:30+00:00,LBAND,255.49220844859806,10.390161645541559,4.418794807325813e-05,59000.0,1.0018,0.193,473.274597167969,1.22,-2.01891,0.08,0.13038684475806453
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwMw==,2021-05-13T02:20:44+00:00,LBAND,254.47962078504605,10.39089458148656,2.197318154229772e-05,59000.0,2.9825,0.092,1622.24914550781,3.58,-0.404224,0.04,0.07992061491935484
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyMA==,2020-03-06T05:31:16+00:00,LBAND,897.5021410093451,10.390605609028839,4.042597003481812e-05,59000.0,4.1904,0.099,1576.85498046875,1.917,-0.812431,0.06,0.1182960304054054
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU1Ng==,2019-08-07T17:55:05+00:00,LBAND,263.33900560747685,10.39048125797677,2.158827187910518e-05,59000.0,0.6669,0.044,1409.73706054688,3.212,-0.941012,0.06,0.06037850215517242
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczMw==,2022-06-01T01:38:29+00:00,LBAND,511.5476240747657,10.390455982918624,2.040739321337788e-05,59000.0,7.906,0.046,5370.14990234375,8.091,-0.539269,0.03,0.11317274305555555
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU1Nw==,2019-08-07T20:29:07+00:00,LBAND,264.4360194392526,10.390502608501237,3.269494180256539e-05,59000.0,1.0618,0.066,1223.83984375,2.744,-0.885307,0.08,0.06462149784482758
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY0MA==,2020-04-06T04:15:00+00:00,LBAND,514.526954467289,10.390592609677697,2.271905441700889e-05,59000.0,1.1376,0.093,969.28173828125,1.587,2.93004,0.15,0.11008804563492064
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU2OQ==,2019-09-17T15:04:43+00:00,LBAND,257.61560044859834,10.390486062223877,2.992189876508955e-05,59000.0,1.6923,0.077,1309.77514648438,3.309,-1.37136,0.06,0.09169911012235818
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU1Mw==,2019-07-29T18:54:20+00:00,LBAND,257.7726349158881,10.390366792445818,8.179449110670547e-05,59000.0,2.1652,0.259,419.560668945312,1.117,-0.830392,0.12,0.03622080088987764
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY5NA==,2021-01-03T11:41:44+00:00,LBAND,255.57778900934514,10.390579756248988,5.177866862685683e-05,59000.0,0.8403,0.18,390.060668945312,1.078,-1.54145,0.1,0.08701171875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5NQ==,2020-01-05T06:52:24+00:00,LBAND,257.45856598130865,10.39034658394548,2.316331198176571e-05,59000.0,1.6802,0.081,1428.66101074219,3.436,-0.925345,0.05,0.06840934371523916
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzY0NDU=,2024-06-07T22:35:10+00:00,LBAND,255.56959222429902,10.390123428379386,2.777149755988637e-05,59000.0,2.6738,0.123,1085.50390625,2.553,-0.594207,0.04,0.09173387096774194
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYwMA==,2020-01-30T05:13:26+00:00,LBAND,260.5948004485984,10.390464652446148,8.1746582129237e-05,59000.0,1.6355,0.202,436.239654541016,1.162,-0.185288,0.11,0.09674703663793104
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyMw==,2022-01-13T11:28:34+00:00,LBAND,511.5476240747657,10.390476404950654,2.674385850568945e-05,59000.0,0.7688,0.093,718.773986816406,1.221,-1.86969,0.08,0.10732886904761904
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzUwNDU=,2024-04-09T07:19:07+00:00,LBAND,255.49220844859806,10.390184505734386,1.973422371774813e-05,59000.0,3.3815,0.075,2022.65112304688,4.653,-1.7302,0.03,0.10077494959677419
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxOA==,2021-11-05T14:26:40+00:00,LBAND,511.5476240747657,10.390649680612139,2.73274944247022e-05,59000.0,3.1463,0.075,1770.60717773438,3.381,-1.33517,0.05,0.10416141633064516
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY5Mw==,2020-12-26T16:31:35+00:00,LBAND,255.49872089719557,10.390635919268698,8.13035246276846e-06,59000.0,0.8211,0.043,1822.70727539062,3.982,-1.32855,0.03,0.09100932459677419
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyNA==,2020-03-06T06:01:39+00:00,LBAND,898.5992110654198,10.39059651150287,4.081246134629252e-05,59000.0,2.5833,0.108,1002.67303466797,1.421,-0.746882,0.07,0.1040259009009009
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc0NA==,2022-10-27T19:20:56+00:00,LBAND,511.5476240747656,10.390436176834923,1.903316341702334e-05,59000.0,1.7738,0.048,2251.49877929688,3.534,-1.77364,0.05,0.08439390120967742
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzUwNTA=,2024-04-09T08:03:06+00:00,LBAND,511.46806549532704,10.390190488655394,1.860078894762821e-05,59000.0,2.2596,0.074,1581.45141601562,2.837,-1.97228,0.04,0.11064608134920635
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzY4Njk=,2024-07-10T01:16:50+00:00,LBAND,511.54544927102796,10.390129323016147,1.508274631918716e-05,59000.0,1.4853,0.043,2470.39331054688,3.765,-1.02505,0.05,0.1316654265873016
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5Mg==,2019-12-14T15:14:01+00:00,LBAND,257.53764007476656,10.390517896644786,8.661337857561657e-05,59000.0,1.4772,0.176,487.143646240234,1.331,-1.22213,0.15,0.03601223581757508
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczOQ==,2022-08-29T19:03:27+00:00,LBAND,511.5476240747657,10.390448369682167,2.584905181562165e-05,59000.0,1.4759,0.063,1635.23803710938,2.598,-0.965608,0.06,0.1171875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzMTc=,2023-06-16T20:41:24+00:00,LBAND,255.49220844859806,10.390200198176842,4.511111305692642e-05,59000.0,1.2601,0.124,693.623291015625,1.608,-0.868478,0.09,0.11038306451612903
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU2NA==,2019-08-17T21:12:16+00:00,LBAND,519.4655629158881,10.390491584596447,1.888089091093434e-05,59000.0,1.4665,0.054,1748.63330078125,3.03,-0.966316,0.05,0.08682266009852217
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc1OQ==,2023-03-28T05:19:04+00:00,LBAND,255.57778900934514,10.39025163646924,3.561529703771294e-05,59000.0,3.3774,0.136,1254.34899902344,2.71,-0.976354,0.05,0.13414713541666667
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYwOQ==,2020-03-02T02:34:12+00:00,LBAND,258.5571194018685,10.3906141420012,5.834052063688522e-05,59000.0,2.103,0.107,973.683410644531,2.127,-0.417776,0.08,0.10789440524193548
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0NQ==,2019-07-02T21:40:24+00:00,LBAND,1026.2313809345796,10.39047838337041,1.171228907449204e-05,59000.0,2.9355,0.032,3889.44653320312,4.228,-0.733649,0.03,0.08560446646755362
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Nzc4OTY=,2024-08-26T18:23:11+00:00,LBAND,511.54544927102796,10.390082753931313,5.816833228430951e-05,59000.0,1.171,0.151,408.046020507812,0.734,-1.50972,0.1,0.10159350198412699
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzY1NTk=,2024-06-19T23:34:12+00:00,LBAND,511.46806549532704,10.390228994482221,2.977098769445265e-05,59000.0,0.9574,0.13,605.23193359375,0.972,-0.686901,0.08,0.1236359126984127
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzY1NTQ=,2024-06-19T20:53:23+00:00,LBAND,254.55393016822424,10.390065709846127,9.765226916410373e-05,59000.0,1.369,0.381,272.615051269531,0.618,-0.381542,0.16,0.08527595766129033
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4MA==,2019-10-16T20:00:03+00:00,LBAND,257.5376400747666,10.390596363583624,3.652739754079304e-05,59000.0,1.1247,0.061,1180.65844726562,3.232,-1.2162,0.09,0.08252224694104561
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzcyMTg=,2023-11-18T16:49:13+00:00,LBAND,255.49220844859806,10.390320656153271,4.605332098781611e-05,59000.0,1.0055,0.106,654.841369628906,1.516,-2.66263,0.08,0.11343876008064516
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzMQ==,2020-03-15T11:56:26+00:00,LBAND,258.5571194018685,10.39068313187218,6.208154471815035e-05,59000.0,1.1518,0.191,434.229370117188,1.116,-0.436646,0.11,0.07960559475806452
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwOQ==,2021-06-28T19:06:08+00:00,LBAND,1799.5517966355133,10.390710767568983,1.464353295372438e-05,59000.0,1.6414,0.051,2154.322265625,1.832,-0.613155,0.05,0.08576233183856502
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU3NA==,2019-09-24T22:12:21+00:00,LBAND,257.53764007476656,10.390523074360997,4.226679528522376e-05,59000.0,4.1039,0.119,1255.02075195312,3.396,-1.1447,0.05,0.06149193548387097
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyNQ==,2020-03-06T06:16:54+00:00,LBAND,906.5181021308404,10.39061152982045,1.819609495088596e-05,59000.0,0.7435,0.065,956.382568359375,1.294,-0.795505,0.07,0.10526998064159292
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwNw==,2021-06-21T19:29:57+00:00,LBAND,1799.5517966355133,10.390771640791717,3.084377399069314e-05,59000.0,0.941,0.124,592.57275390625,0.587,-0.499195,0.1,0.08663068498883929
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4Ng==,2020-10-22T18:24:01+00:00,LBAND,511.5476240747657,10.390784776753144,2.529960970570233e-05,59000.0,1.3678,0.089,1049.09020996094,1.639,-1.2168,0.06,0.0744357638888889
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY1MA==,2020-04-29T22:33:51+00:00,LBAND,512.8808002990647,10.390651667589372,3.919428896401016e-05,59000.0,3.3476,0.134,1180.38793945312,1.781,-0.407089,0.06,0.12109375
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0MQ==,2019-06-21T18:59:35+00:00,LBAND,514.526216373832,10.390617060378553,6.968372586400481e-05,59000.0,1.635,0.266,424.201324462891,0.715,-0.574246,0.12,0.10206761853448276
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUyOTg=,2023-09-12T16:55:48+00:00,LBAND,255.49220844859806,10.390157887707819,0.000266781345725052,59000.0,23.6113,0.579,598.339782714844,1.391,-2.2207,0.13,0.10701234879032258
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY0Nw==,2020-04-17T00:10:16+00:00,LBAND,540.8687156635507,10.390602336954187,3.090725933756112e-05,59000.0,4.1735,0.11,1644.00329589844,2.441,-0.41327,0.04,0.1098928740530303
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU2Nw==,2019-09-07T13:35:19+00:00,LBAND,263.3390056074769,10.390522558092393,2.274917097743816e-05,59000.0,1.2035,0.04,1773.92565917969,4.042,-1.03206,0.05,0.07290544181034483
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzMTM=,2023-09-26T20:10:58+00:00,LBAND,510.60717099065414,10.390234170884666,1.160790869903487e-05,59000.0,1.557,0.034,2646.27856445312,4.63,-1.53688,0.04,0.11185515873015874
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY1Ng==,2020-05-14T22:50:20+00:00,LBAND,518.9174310280366,10.390647628520073,2.827924476061045e-05,59000.0,1.1816,0.102,888.948669433594,1.43,-0.521252,0.07,0.091278076171875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyMA==,2021-11-30T13:54:34+00:00,LBAND,511.5476240747657,10.390542582569193,5.940756282349295e-05,59000.0,1.884,0.195,551.968383789062,1.023,-1.83601,0.09,0.12456597222222222
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY1Mg==,2020-05-08T03:37:26+00:00,LBAND,512.8808002990647,10.3906081896014,2.248250512577158e-05,59000.0,2.0072,0.064,1776.51782226562,2.822,-0.726551,0.06,0.10819692460317461
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3Ng==,2020-08-12T20:28:01+00:00,LBAND,511.8617001869152,10.390812497536377,1.784762674221144e-05,59000.0,0.5033,0.07,861.544921875,1.612,-0.881281,0.07,0.10971602182539683
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwOA==,2021-06-22T23:17:50+00:00,LBAND,255.5777890093451,10.390835897901471,5.270893496892438e-05,59000.0,0.8272,0.237,335.563659667969,0.758,-0.385984,0.11,0.09173387096774194
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4MA==,2020-09-10T19:16:17+00:00,LBAND,511.5476240747656,10.390830770312759,2.292802308149043e-05,59000.0,1.508,0.062,1657.9052734375,2.807,-1.06681,0.06,0.08954923115079365
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxNA==,2021-08-30T21:44:19+00:00,LBAND,255.5777890093451,10.39063445754696,3.840196305967503e-05,59000.0,0.8973,0.087,961.417785644531,2.197,-0.986853,0.09,0.0891507056451613
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyOA==,2022-03-28T05:00:59+00:00,LBAND,511.5476240747657,10.39054724579374,2.330143790912548e-05,59000.0,1.8455,0.08,1311.59509277344,2.239,-0.677323,0.05,0.11773003472222222
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxNg==,2021-10-14T19:05:30+00:00,LBAND,511.5476240747656,10.390671227383113,2.182608283844906e-05,59000.0,1.5976,0.036,2645.42602539062,3.531,-1.37276,0.05,0.07118055555555555
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc1NA==,2023-01-26T09:08:04+00:00,LBAND,511.5476240747657,10.390314588574402,2.237409047460874e-05,59000.0,3.725,0.064,2574.21435546875,4.223,-3.08536,0.04,0.09793526785714286
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc0NQ==,2022-11-08T18:38:32+00:00,LBAND,511.46965413084035,10.390421852322113,3.589674895158747e-05,59000.0,1.0581,0.054,1259.76684570312,2.064,-1.21528,0.1,0.08352759576612903
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcyOQ==,2022-04-10T05:53:00+00:00,LBAND,511.5476240747657,10.39050825159281,2.88862819169575e-05,59000.0,1.6886,0.115,898.379211425781,1.474,-1.00077,0.06,0.1277746775793651
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzOTk=,2023-08-17T19:34:50+00:00,LBAND,511.54544927102796,10.39022438696601,3.685943820229344e-05,59000.0,2.0357,0.09,1174.06262207031,1.831,-0.822618,0.07,0.11276971726190477
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzNjk=,2023-10-20T18:26:45+00:00,LBAND,255.56959222429902,10.390261724413817,2.347166298281755e-05,59000.0,1.9455,0.071,1636.59509277344,3.325,-2.43861,0.05,0.09907384072580645
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4MQ==,2019-10-19T11:26:53+00:00,LBAND,257.53764007476656,10.390565404710026,4.317737562279426e-05,59000.0,0.6375,0.108,504.567687988281,1.302,-1.38039,0.09,0.08321746384872081
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYwNg==,2020-02-28T12:43:43+00:00,LBAND,257.6159892336442,10.390599431098721,2.34693523664729e-05,59000.0,0.9124,0.112,571.248901367188,1.564,-0.971469,0.06,0.077117919921875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczNQ==,2022-06-29T02:28:40+00:00,LBAND,511.5476240747657,10.390467914617112,3.49399773486996e-05,59000.0,1.3175,0.128,761.617614746094,1.145,-0.746366,0.08,0.11162739415322581
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzc4OTE=,2023-12-11T16:39:27+00:00,LBAND,511.54544927102796,10.390329908410795,1.957604198889018e-05,59000.0,1.4052,0.06,1591.53479003906,2.521,-2.54601,0.05,0.10892547123015874
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY2Mg==,2020-06-04T19:22:31+00:00,LBAND,511.7826320747657,10.390653152482388,3.079628624537059e-05,59000.0,2.9148,0.109,1262.94287109375,2.151,-0.478472,0.05,0.11546688988095238
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5Mw==,2019-12-15T15:56:31+00:00,LBAND,258.47873315887875,10.390482871294607,2.778704825735663e-05,59000.0,1.2287,0.104,838.46630859375,1.867,-1.3441,0.06,0.06808997844827586
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY2Nw==,2020-07-02T00:33:48+00:00,LBAND,511.7826320747657,10.390695896549236,1.588709423887794e-05,59000.0,1.8484,0.067,1450.13391113281,2.668,-0.592119,0.04,0.1167844742063492
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4OQ==,2020-11-13T14:22:28+00:00,LBAND,255.4987208971956,10.390776954199959,4.482488726411591e-05,59000.0,1.3159,0.175,524.867919921875,1.35,-1.463,0.08,0.10858744959677419
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzQ1NjU=,2024-03-19T06:32:05+00:00,LBAND,511.46806549532704,10.390189698302368,4.548039308418032e-05,59000.0,2.0496,0.174,575.511047363281,0.964,-1.9324,0.08,0.11095610119047619
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MzUzNjE=,2023-10-21T19:43:22+00:00,LBAND,511.54544927102796,10.390230482177726,2.187803826405876e-05,59000.0,0.6257,0.099,618.414672851562,1.089,-1.55356,0.07,0.11290922619047619
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczMA==,2022-04-23T04:47:48+00:00,LBAND,510.52852396261613,10.390507771780362,1.800950792606542e-05,59000.0,1.3267,0.072,1488.66979980469,2.213,-0.449985,0.05,0.10790240575396826
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyMw==,2020-03-06T06:01:39+00:00,LBAND,899.6183111775694,10.39059673200766,4.078976264641808e-05,59000.0,2.5804,0.108,1004.09808349609,1.435,-0.746336,0.07,0.1039819115990991
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwMA==,2021-04-02T07:24:39+00:00,LBAND,254.5586888971956,10.390911565625794,7.073685565185244e-05,59000.0,5.191,0.196,902.758239746094,2.093,-0.775064,0.06,0.2368951612903226
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYzNQ==,2020-03-28T05:17:44+00:00,LBAND,513.5078543551396,10.390546906492247,2.667349923531563e-05,59000.0,1.6734,0.092,1151.7490234375,1.842,-0.466259,0.06,0.10340711805555555
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxNQ==,2021-09-26T21:33:53+00:00,LBAND,510.60649390654135,10.390668409548635,2.32582292533992e-05,59000.0,0.9482,0.06,1267.71411132812,1.995,-1.04234,0.07,0.1500913558467742
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcwNA==,2021-05-16T03:07:48+00:00,LBAND,510.60649390654135,10.390861934019767,2.578556729270866e-05,59000.0,2.7138,0.07,1835.03662109375,2.944,-0.15507,0.06,0.08787512400793651
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzM1NTA=,2024-03-08T06:17:23+00:00,UHF,511.209984,10.390163461274604,1.958825159504873e-05,59000.0,0.7511,0.151,1116.75915527344,2.452,-1.38395,0.04,0.09478856646825397
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3MQ==,2020-07-16T23:54:17+00:00,LBAND,511.8617001869152,10.390810977474523,2.893067200049937e-05,59000.0,0.692,0.152,403.776977539062,0.781,-0.7215,0.08,0.11315724206349206
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxNw==,2021-10-23T15:17:59+00:00,LBAND,511.46965413084047,10.390635526491087,2.068175251971717e-05,59000.0,1.8447,0.077,1512.88879394531,2.416,-1.77882,0.05,0.10691034226190477
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzM1NjY=,2024-03-09T06:38:21+00:00,LBAND,511.54544927102796,10.390156727823172,1.85927412494299e-05,59000.0,1.3713,0.044,2101.84204101562,3.16,-1.98886,0.05,0.1066623263888889
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Nzc5NjQ=,2024-08-29T18:47:55+00:00,LBAND,255.56959222429902,10.390112008896027,1.104053820003465e-05,59000.0,1.8404,0.024,5044.46142578125,10.542,-1.54205,0.03,0.10679183467741936
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU4Nw==,2019-11-12T18:17:30+00:00,LBAND,520.4845170841114,10.390623081170773,2.115910281144424e-05,59000.0,0.7303,0.067,1009.94372558594,1.702,-1.18849,0.07,0.084136962890625
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzU2ODk=,2024-05-02T02:44:14+00:00,LBAND,510.5201142429906,10.390144389285211,3.522656292134383e-05,59000.0,3.9834,0.08,1751.95874023438,3.127,-0.531225,0.05,0.10545324900793651
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzM0NTk=,2024-02-23T11:59:46+00:00,LBAND,510.5201142429906,10.390253569573751,1.431572427037842e-05,59000.0,0.8114,0.053,1380.908203125,2.319,-3.35559,0.05,0.1101345486111111
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYyMg==,2020-03-06T05:46:24+00:00,LBAND,905.4990020186908,10.39062091635449,4.425450640604297e-05,59000.0,4.1291,0.115,1248.06420898438,1.686,-0.824848,0.07,0.10874720982142858
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTUzMg==,2019-02-12T08:40:47+00:00,LBAND,512.0000000000001,10.390462723799228,3.938045380939132e-05,59000.0,1.3209,0.189,427.203063964844,0.967,-0.75388,0.09,0.1573998235887097
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Nzg0NDU=,2024-10-03T20:14:28+00:00,LBAND,255.4922084485981,10.390139398168404,2.039060708778435e-05,59000.0,0.6928,0.066,986.360229492188,2.332,-2.42926,0.06,0.17102444556451613
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxMQ==,2021-07-21T21:15:47+00:00,LBAND,511.5476240747656,10.390712047633196,3.612587601161296e-05,59000.0,1.4402,0.151,561.847290039062,1.135,-0.782279,0.08,0.09170386904761904
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTYxNw==,2020-03-06T05:16:06+00:00,LBAND,898.5212411214947,10.390568002646937,4.662857924260126e-05,59000.0,5.7858,0.096,1847.91760253906,2.226,-0.657171,0.06,0.10076904296875
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5MzU=,2023-05-22T17:11:32+00:00,UHF_NS,279.99995904000014,None,None,None,None,None,5.59481573104858,None,None,None,None
UHVsc2FyRm9sZFJlc3VsdE5vZGU6Mzg5NTk=,2022-01-27T00:46:37+00:00,UHF_NS,295.0472704000001,None,None,None,None,None,3.18739128112793,None,None,None,None
