ID,UTC Start,Observing band,Duration (s),DM (pc cm^-3),DM error (pc cm^-3),DM epoch (MJD),DM chi2r,DM tres,SN,Flux (mJy),RM (rad m^-2),RM error (rad m^-2),RFI zapped (%),Iono RM,Iono RM error
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTc1MA==,2022-12-30T10:26:08+00:00,LBAND,511.4696541308404,10.39091157296144,3.977349735063505e-05,59000.0,1.0286,0.152,448.101165771484,0.792,-2.19691,0.09,0.0887254284274193,-1.7098819150529996,0.057152933878982584
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzY3NDM=,2024-07-09T01:45:24+00:00,LBAND,255.4922084485981,10.39006960884257,0.0001219536837668,59000.0,2.0831,0.239,361.907562255859,0.903,-0.863774,0.16,0.0993258568548387,-0.4153030957350289,0.05407268315803009
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU2Mg==,2019-08-12T19:28:28+00:00,LBAND,257.61560044859834,10.390497078894576,5.052770440745816e-05,59000.0,1.035,0.12,727.440063476562,1.71,-0.771025,0.12,0.0735191879866518,-0.2533888856111505,0.05121602519498841
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY3Mw==,2020-07-29T18:39:50+00:00,LBAND,511.8617001869152,10.390775903727098,1.737043541936914e-05,59000.0,2.0372,0.055,1871.310546875,3.096,-0.825071,0.04,0.1020895337301587,-0.2204553121237615,0.043435743940139826
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTcxOQ==,2021-11-21T13:25:07+00:00,LBAND,510.5285239626161,10.390704468056882,3.85614766143068e-05,59000.0,1.1333,0.113,722.951049804688,1.276,-1.8616,0.08,0.1072048611111111,-1.1238944917741223,0.055279294272667444
UHVsc2FyRm9sZFJlc3VsdE5vZGU6NzczODY=,2024-07-25T00:04:55+00:00,LBAND,511.545449271028,10.390282130563977,5.599984225276385e-05,59000.0,1.1979,0.138,578.223266601562,0.975,-0.829998,0.11,0.115203373015873,-0.42642487299062015,0.05427801428204444
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU1NA==,2019-08-02T18:10:32+00:00,LBAND,263.41696598130864,10.390515602003008,1.237841079252464e-05,59000.0,2.6605,0.041,2882.57592773438,7.151,-0.764393,0.03,0.0757091212458287,-0.2558979068587766,0.042361550359064026
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU5MQ==,2019-12-12T08:59:24+00:00,LBAND,257.53764007476656,10.390664978798805,3.499667710808823e-05,59000.0,1.3803,0.126,752.577270507812,1.852,-1.73484,0.08,0.0496732480533926,-0.6606449213735484,0.0418833928495136
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY5Ng==,2021-02-02T12:56:11+00:00,LBAND,255.4987208971956,10.390901371307034,3.611715695435286e-05,59000.0,0.461,0.1,500.756378173828,1.208,-1.264,0.1,0.0751638104838709,-0.928149264409201,0.057812252706037105
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY4Mw==,2020-09-27T19:29:01+00:00,LBAND,255.5777890093451,10.390837074948186,2.148987697467284e-05,59000.0,0.9936,0.112,831.513244628906,1.733,-0.946897,0.05,0.0901902721774193,-0.42493941177209626,0.0549446101725741
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTczNg==,2022-07-17T22:48:59+00:00,LBAND,511.5476240747657,10.390511391994297,1.837265342076562e-05,59000.0,1.9364,0.101,1067.65393066406,1.662,-0.768521,0.05,0.1022755456349206,-0.42527357508379365,0.05333583823924654
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY2OA==,2020-07-02T02:57:37+00:00,LBAND,255.8127970093451,10.390631204918629,3.036022220028165e-05,59000.0,1.7312,0.072,1267.35046386719,3.271,-0.581084,0.06,0.1007119455645161,-0.2476600064683512,0.055964379738909685
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTU0OQ==,2019-07-19T23:12:15+00:00,LBAND,258.16466422429926,10.390536889803956,3.046196576634507e-05,59000.0,1.1683,0.089,1068.39294433594,2.283,-1.16418,0.06,0.0643521012931034,-0.17282221334554387,0.07942201074194466
UHVsc2FyRm9sZFJlc3VsdE5vZGU6MTY5OA==,2021-03-04T08:15:56+00:00,LBAND,255.4987208971956,10.391010395710136,2.547063290435083e-05,59000.0,1.4867,0.067,1155.52807617188,3.001,-0.752917,0.05,0.0990108366935483,-0.6707016612868021,0.17194505746638286
