designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 5256146617379328,5256146617379328,44.729649292811025,4.760917226649551,6.003923924465362,-79.79782428898582,-123.26371943738705,0.9995594,16.909489,2.5440931,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3449.3926,4.9776,-0.4365,165.7132,0.6924,0.4547,0.2816
Gaia DR3 5367369090239360,5367369090239360,42.72051123853024,4.429546438832376,6.65144991245424,54.20852109028404,-20.895953826971983,1.0148934,16.395262,2.6047297,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3445.07,4.8853,-0.2894,149.6732,0.8052,0.5249,0.3301
Gaia DR3 5688843097892992,5688843097892992,40.864898054700376,4.241689248703437,5.071139088185083,29.735432681647367,-12.548896717593422,3.4274619,15.050565,2.0072803,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 5717705278103168,5717705278103168,40.27946678928549,4.082717319900063,5.021593780010574,34.22128115679661,-1.7461249410589081,1.0893099,16.48632,2.41296,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3575.2808,4.8471,-0.3169,199.7731,0.7424,0.4963,0.2996
Gaia DR3 5734193657212544,5734193657212544,40.40368844759889,4.416992555963305,7.173018512904926,9.654220563661442,-56.73997551335424,0.8991147,18.135757,3.466854,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3022.536,4.9647,0.1919,150.7957,0.9764,0.5702,0.4307
Gaia DR3 5850333868501248,5850333868501248,41.337421695841414,4.7114504498852,20.371766109641275,69.74547472674081,-40.82801481032268,1.2503762,5.9799666,0.4174099,23.694855,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 6053331202544384,6053331202544384,40.738638817905,4.887733691009697,11.134784732994515,111.20424565205215,72.91184225259865,0.9747493,16.498226,2.9553604,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 6194068690865408,6194068690865408,42.14575126159615,4.8869837435976065,8.587860688202872,-24.541725654258315,-76.51734189146619,1.0215496,15.881563,2.601718,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3455.0818,4.9098,-0.3018,116.7214,0.7794,0.5094,0.3188
Gaia DR3 6221174229254784,6221174229254784,42.30190806823942,5.178713757889699,6.07309779205896,28.290167235297943,-35.67369800788141,1.0952083,17.009726,2.8446941,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3334.8425,4.9055,-0.0623,167.2099,0.9535,0.6031,0.3972
Gaia DR3 6227706874719488,6227706874719488,42.525170908781135,5.100861829910085,9.203097938076391,9.6255762752017,-76.69850078979928,1.081604,15.695141,2.6383018,-2.403497,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3441.592,4.8951,-0.2001,109.3866,0.8145,0.5293,0.3348
Gaia DR3 6306596833965312,6306596833965312,42.154396410205855,5.63780395703131,8.268205683121812,-53.56592952101627,-121.57379075122935,0.99963784,17.570986,3.2331295,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3132.5017,5.0008,-0.067,131.6234,0.8271,0.5013,0.3528
Gaia DR3 6311162383698304,6311162383698304,42.44518760877849,5.745846841684653,5.67733332293338,101.5365759240938,-45.547863119689744,1.1115074,13.9030285,1.6001472,91.907196,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4333.4585,4.6954,-0.1353,177.9791,0.403,0.2998,0.159
Gaia DR3 92603790642688,92603790642688,44.41500318632742,0.5679005443548504,10.969874447270998,124.61536790092579,66.85767871994857,0.94522214,9.920633,0.90176105,45.771442,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5590.456,4.4907,0.017,90.8728,0.1182,0.098,0.0522
Gaia DR3 155649614856576,155649614856576,45.784809212605765,0.9118999127769258,8.298251265900372,-7.450579054738819,-67.60655704956064,0.96742064,17.361921,2.1112518,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 182106613561216,182106613561216,45.9943503923732,1.0701028351326043,6.000081309502711,-22.22977429149784,-21.813952050432786,1.1045489,20.301596,2.9497929,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 283987533328896,283987533328896,44.377113500371806,0.703365791213841,5.6492766326810475,5.036531986609177,-19.059668459705613,1.0653235,17.007915,2.7944746,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3371.7744,4.9036,-0.1181,179.3082,0.875,0.5593,0.3629
Gaia DR3 289308997085184,289308997085184,44.279626830440286,0.809464917469609,6.257862050814952,12.960462885473916,-20.19620573110937,1.0520247,16.97679,2.7703333,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3367.4827,4.9423,-0.2433,159.1784,0.8813,0.5642,0.3636
Gaia DR3 302503136630144,302503136630144,44.19031365225305,0.8891325987853401,6.085159008441854,5.330183530181818,-28.489342134482158,1.0928308,19.672495,0.63733673,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 320683733915264,320683733915264,44.76491823550084,1.0788416794272702,6.587289641125705,49.700732074505076,44.9502451121031,1.1217552,15.457306,2.5430145,-34.91773,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3442.293,4.592,-0.3239,152.9996,0.5769,0.3776,0.24
Gaia DR3 349374115419136,349374115419136,44.53332789932286,1.3711480438315549,6.279127258549036,-1.1783702463560783,-16.487926265046266,1.0550612,9.519655,0.73333454,23.326895,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5986.6323,4.1495,-0.1157,158.6042,0.0286,0.0243,0.013
Gaia DR3 411290363932800,411290363932800,44.11248985029809,1.5055826456278842,6.14170510427008,50.86688049141003,21.506756691404696,0.93358564,17.095392,2.5623837,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3425.1543,4.9182,-0.6422,163.4935,0.7448,0.4879,0.3012
Gaia DR3 608687060366080,608687060366080,46.92435384208006,1.745452965567895,5.2869479809873505,20.655507461176313,23.12998483968481,1.0159601,16.799149,2.552619,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3448.654,4.8322,-0.3774,188.7732,0.7238,0.474,0.2965
Gaia DR3 643046799240320,643046799240320,46.24882642518026,1.7194354037669668,5.786618958315221,76.8040710909404,-48.78074520239023,1.032977,17.687117,2.9994736,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 673008491088640,673008491088640,46.323755939787574,1.895340177005703,5.56693233635593,61.673581362405194,-27.210041492302445,4.0140104,8.055367,1.1722183,-12.3359165,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 695170522295168,695170522295168,46.38030666104432,2.114453435851673,5.552260708543552,60.77519960463076,-29.254848275595965,1.065344,9.633048,0.6274786,16.200611,NOT_AVAILABLE,0,false,false,false,false,false,true,true,6280.9263,4.0362,-0.6211,179.5154,0.0093,0.0081,0.0044
Gaia DR3 804846807203968,804846807203968,46.67693127841008,2.475384325452602,6.75751170650531,-19.064853082191227,-7.628936411634683,1.0391312,9.098787,0.67144775,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6139.091,4.0994,-0.2935,147.1511,8.0E-4,7.0E-4,4.0E-4
Gaia DR3 831132007035392,831132007035392,47.03376978062771,2.742900913091973,8.234125899614227,-18.863788129722693,-7.619621415135151,1.0763367,16.719847,2.866763,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3306.3484,4.969,-0.2341,122.4883,0.8707,0.5506,0.3617
Gaia DR3 873875521502720,873875521502720,45.8242486842784,2.2436445967829957,6.98146418276579,60.524635869704696,9.158056304517167,1.0582907,15.2650795,2.456501,10.102986,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3567.1172,4.7038,-0.1749,141.2743,0.7604,0.5055,0.3098
Gaia DR3 1254547062978048,1254547062978048,43.29121285304632,2.0604161707354653,7.829783102400041,-47.514309764263906,-61.9240432509625,4.7446895,17.544582,3.1940918,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 1325293764168448,1325293764168448,44.323032398592865,2.401881169726844,5.451672013229722,114.83342995848272,-0.35723018776536114,0.9591341,16.40548,2.8972301,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3389.9968,4.7266,0.1813,177.4445,0.9893,0.6225,0.4247
Gaia DR3 1364566945097088,1364566945097088,43.888506799212976,2.446424293060051,6.501017827521461,26.88905462337494,-24.8557126587823,1.1146095,16.390228,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1593059205321472,1593059205321472,44.16950436559839,2.9237316346940823,8.895845640377091,86.98473385044757,-62.170517287602586,0.9967036,19.944292,1.1899223,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1611029348487680,1611029348487680,43.92070343473486,3.0634098423356084,11.831171660416297,57.68791362828385,-50.89474394941748,1.1936022,14.417983,2.549201,-9.581694,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3536.1707,4.7735,0.0502,86.0654,0.7353,0.4832,0.3042
Gaia DR3 1639784154140928,1639784154140928,43.10280000367096,2.9967711840810707,6.367321503095241,-1.3833310564022954,-40.65703782856325,0.87835073,18.578613,3.4200249,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3076.8696,5.0738,-0.2521,161.3138,0.7092,0.4252,0.3039
Gaia DR3 1640269485775616,1640269485775616,43.119028696513574,3.024649503818429,5.27895604137089,32.96640887418683,16.51522122518104,1.0608011,19.145338,2.966896,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1730322066850944,1730322066850944,45.29016250331973,2.8822780175819798,6.412802587579344,-46.76812008213865,-43.264237220224416,1.116751,20.350962,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1880233603259648,1880233603259648,46.22758701741421,3.600073193340884,14.90199885781868,139.5844455856859,-71.57374792765077,1.0391623,17.32866,0.38295937,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 1883673872488960,1883673872488960,45.84266942155914,3.5143529954614148,14.462367167453491,141.68334800471996,73.11083577556275,1.0093969,17.16023,3.3867588,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,2989.899,5.1771,-0.5235,69.386,0.0023,0.0014,0.001
Gaia DR3 1912776570845824,1912776570845824,45.65370047942646,3.621333658997485,6.855277221648992,56.5092929923905,12.792217882456704,2.149346,14.133645,2.1724882,23.839191,VARIABLE,0,true,true,false,true,false,true,true,3783.5623,4.5514,-0.0021,140.9878,0.6545,0.4503,0.2606
Gaia DR3 2021898804878976,2021898804878976,44.878638787583654,3.682874199298614,14.04087378543737,46.634849991980076,-39.18424116523735,0.94919086,18.47584,0.8228245,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 2100376447237632,2100376447237632,44.11945728774421,3.9182084091730234,8.739218259685147,1.642888345852632,-40.171026863484705,0.9475117,19.477032,3.2200356,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2109005036665728,2109005036665728,44.32828167292141,4.060125204295769,10.29283045359567,46.9789088556654,-116.25665612181527,0.89172345,17.998743,3.5504265,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2120236376089088,2120236376089088,45.1595314309998,3.777592955168626,5.6201714749460026,11.11150903669419,-20.15484031787032,1.1397444,20.114641,2.7469082,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2125871372704256,2125871372704256,45.04938847136625,3.9103115887399063,6.958412431761917,-5.6995036444822516,-42.536980932443285,0.9101151,18.767075,3.4629288,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,2900.2773,5.0999,-0.125,147.1462,0.0417,0.024,0.0187
Gaia DR3 2131854262994432,2131854262994432,44.96600840303192,3.895341573375353,7.450033028368126,49.399714222564796,10.898711619456787,1.0049273,16.52409,2.6639757,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3350.9646,4.6738,-0.8362,133.431,0.717,0.4654,0.2918
Gaia DR3 2147728462141952,2147728462141952,45.285279554677295,3.9605204827648204,5.024726800783431,7.229884502459978,-41.31261296842056,0.98900825,18.175108,3.0344353,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3173.0645,5.0143,-0.1734,196.5681,0.4602,0.2844,0.1963
Gaia DR3 2197412643790848,2197412643790848,44.874136988164736,4.235953494722884,5.369996649834552,4.303241033176948,-45.43357210630295,0.98026377,17.08736,2.566061,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3429.2595,4.9552,-0.3761,183.9671,0.7004,0.4574,0.2864
Gaia DR3 2242011584143616,2242011584143616,44.78110987170749,4.54718178127875,6.921169324776281,14.127393982484307,31.85297261386472,1.0979801,14.644653,2.0819283,20.959543,VARIABLE,0,true,true,false,true,false,false,true,5040.755,4.7958,-1.9831,144.5138,2.5811,1.9098,1.0582
Gaia DR3 2315953740307840,2315953740307840,48.231859660981605,3.1011660600337705,10.808705018847348,-67.21028361452944,-33.616096347686266,1.0507396,14.468943,2.2383394,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2348767290985088,2348767290985088,47.47299818810276,3.027046023967693,9.398936475340989,14.51812695583585,-39.18538897234341,1.1339073,10.526474,1.0362148,-14.132384,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5174.855,4.4906,0.4241,105.9334,0.0444,0.0357,0.0187
Gaia DR3 2407350644983808,2407350644983808,48.556640152761865,3.3109944974807113,5.90650670931421,13.585376665027542,-197.93578765108745,1.0032552,15.164364,2.1275625,1.1248424,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 2469644850602624,2469644850602624,48.179139864735895,3.4646166236209592,5.61952320102081,-48.11267931428267,-46.32373509142534,0.98554254,9.622087,0.76397896,-34.748116,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5818.8833,4.0782,-0.429,176.2697,0.0126,0.0106,0.0057
Gaia DR3 2472359269920384,2472359269920384,48.37816063990468,3.5012331652813606,8.316447123366828,109.76835069093482,-80.7416852370764,1.0439415,10.580155,0.9269924,-8.121432,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5545.1333,4.5129,0.1066,119.5439,0.1285,0.106,0.0563
Gaia DR3 2474867530811648,2474867530811648,48.469446354770774,3.5865240518937593,7.9711124423077715,-37.95081241021419,-63.41942900493607,0.96605366,17.239893,2.868908,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3303.9968,5.0445,-0.4571,126.1844,0.8379,0.5322,0.3443
Gaia DR3 2491119687018112,2491119687018112,48.20143094384677,3.6979703574242118,6.2496423596543735,36.11629477883808,-5.36325410607672,1.0487082,17.638412,-0.011138916,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 2562995964573184,2562995964573184,47.16038199645068,3.4143709268044264,6.69140887559153,-5.004777002174826,-24.43661295516847,1.1589322,20.325308,1.9018402,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2563137698681984,2563137698681984,47.193005994668695,3.4335285080908484,12.24696244052729,81.57628171431234,-56.26716994436539,0.987318,17.878334,3.4505234,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,2919.187,5.1803,-0.4503,85.2055,0.0036,0.0021,0.0016
Gaia DR3 2792110995115136,2792110995115136,48.05141051065342,4.499735607687542,7.550437231414199,35.22120639962476,-59.515123762781435,1.0094706,10.628823,0.8704014,29.666756,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5654.4565,4.4336,-0.1937,131.3207,0.1079,0.09,0.0482
Gaia DR3 2820694002095872,2820694002095872,49.09345537089226,3.751046140248056,5.252535584020531,-27.14723353925347,-27.84759506815839,1.0968611,20.084034,2.8319263,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2835537408894720,2835537408894720,49.19036048613137,3.9031453150645223,7.915804207368432,45.03653068213643,-97.58515844810898,1.0019174,16.481707,2.9785166,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3318.86,4.8726,0.0641,136.943,0.9708,0.6087,0.4099
Gaia DR3 2865606475472128,2865606475472128,49.71871143267184,4.2080027920659,8.883089022780782,5.461355350255753,18.998601969126668,1.037796,16.156984,2.6816397,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3387.6824,4.955,-0.2859,113.2248,0.7516,0.4852,0.3097
Gaia DR3 3040257025558528,3040257025558528,49.614823611399494,4.776633848592928,7.863420840187729,55.836832452856626,-97.76358532933418,2.5682838,18.0731,3.213478,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 3068462076177280,3068462076177280,49.944156403010865,4.986479232511687,5.638965128917467,6.0374792777176856,-14.937144315251512,1.342036,19.488928,3.048523,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 3069806400541312,3069806400541312,49.922357285336844,5.076662870231453,5.42109166175625,37.29698613121147,1.362165420745561,1.1857145,15.230163,2.2638226,92.021774,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3693.6543,4.609,-0.2844,185.2804,0.7312,0.4978,0.2923
Gaia DR3 3071696186178688,3071696186178688,50.106199664251626,5.045952663200542,5.473491842252245,39.33890993298153,20.367510633556385,1.061299,16.950161,2.6876001,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3415.201,4.9037,-0.2361,182.798,0.8184,0.5297,0.3369
Gaia DR3 41888816866304,41888816866304,45.351115801831824,0.4734134932925721,11.02852375506386,62.067771635041794,-7.73339409519615,0.9759435,16.459179,2.9957113,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 56934087707648,56934087707648,45.26035139177146,0.6365121030695816,6.325635196165225,55.10866479733184,-19.233338679306335,1.0634794,20.933372,1.4749184,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 97551592960640,97551592960640,44.71163306521175,0.6747353569305051,5.625312712285225,40.65179290257656,-42.08778277474846,1.5648695,16.135225,2.5372124,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3517.9097,4.7921,-0.1285,175.5234,0.7652,0.5039,0.3135
Gaia DR3 106966161301376,106966161301376,44.93840956662271,0.6695594296349987,5.583286346426419,-16.769295198647573,-6.822260944504039,1.0069408,13.769831,1.7010603,-9.094271,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,
Gaia DR3 122737281195008,122737281195008,45.19600499623569,0.9932982308067394,6.190128919170299,17.735446950013678,-24.867242930032997,0.8996744,8.812779,0.58494663,-9.470138,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6465.6855,4.012,-0.1338,160.4983,0.0013,0.0012,6.0E-4
Gaia DR3 300514567485696,300514567485696,44.037187153927775,0.8205015544048645,6.910643000353184,22.959555855552637,-55.35989701283478,1.0549864,16.679564,2.7808847,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3379.0066,4.9357,-0.2235,144.3389,0.881,0.5651,0.3636
Gaia DR3 309031486927744,309031486927744,44.24523557337043,0.9538121087872522,6.318825852866848,34.857969519362236,-6.821853701686713,1.0477188,17.892252,3.125517,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 454583634293632,454583634293632,44.85653123086819,1.6534925935706288,6.731195132864508,-29.775065845470408,-17.566485635766277,1.2087511,19.06128,1.1533775,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 490279106896640,490279106896640,45.27717601012668,1.9988428930476212,5.738658252147504,81.71052579824661,-16.277145526538742,1.3126669,12.548645,1.3649406,33.882263,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4467.857,4.4356,-0.2239,173.5521,0.1179,0.0901,0.0476
Gaia DR3 617448794148608,617448794148608,46.57396869011979,1.728621971597509,5.94720848959489,146.5534719334626,64.1668838085505,2.015201,10.009694,0.82155895,28.51266,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5777.399,3.9608,-0.5628,177.5108,0.1226,0.1033,0.0559
Gaia DR3 641977353366400,641977353366400,46.056053019953566,1.7550141814231688,5.39556020179849,6.422632840363164,-24.934090502621213,1.0970327,19.9017,2.5875397,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 666651939458048,666651939458048,46.021956476539785,1.9686686493656902,7.076968713508387,39.406664474911615,-59.03655716045993,3.9068928,14.718669,2.4670553,-3.2456512,NOT_AVAILABLE,1,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 741002118375424,741002118375424,47.45499191424207,2.2227311351681944,9.943508183039631,-52.311464833976686,-120.60078652780793,1.0652788,19.596418,3.557911,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 760793327680000,760793327680000,47.364614615128914,2.443648697800572,5.229784537766608,29.926588408496045,3.585665209611996,1.1158686,,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 780691910526592,780691910526592,46.77514333666991,2.259962526858824,5.757438564852808,81.65723244792954,-32.216804936040745,1.0227157,19.346468,2.657507,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 801960589180288,801960589180288,46.720077218478174,2.4681090677167705,5.980388363261509,-15.315371082153899,-10.041957642616412,1.147846,15.697399,2.6994085,28.071898,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3402.1,4.4916,-0.2673,170.3883,0.7862,0.5064,0.3294
Gaia DR3 825222132072576,825222132072576,47.33716110243966,2.738571455974834,11.194318929038836,58.07353487289528,-5.243658636422184,0.9116186,17.037508,3.124549,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 960427702436224,960427702436224,45.88847677359361,2.62251355402775,6.638272850453031,4.973686473363845,-60.130883512343196,1.1208392,13.66911,1.7959251,-13.296893,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4197.241,4.6378,0.2599,149.4769,0.6021,0.4358,0.2358
Gaia DR3 1014402556111488,1014402556111488,46.53619078078663,2.819085020632788,5.272444034920079,2.9840618250175064,-3.0655548817793314,4.482272,20.714102,0.99638176,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1099236750443648,1099236750443648,46.38613274908575,3.2419046445782516,5.488226604380169,63.84681483411589,-64.93230542281212,0.97934276,17.613115,2.97509,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 1342263179594880,1342263179594880,43.889618812000855,2.2451519650048035,8.354792807454125,40.44492836175323,-3.762138484164376,0.98948395,18.13499,3.735323,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,2987.3164,4.7971,-0.1504,136.424,1.2589,0.73,0.5466
Gaia DR3 1370201942187520,1370201942187520,43.954390559678735,2.577294590116276,5.415835473321052,-1.4851822338774612,-13.36540925666308,1.0271596,16.906498,2.564618,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3427.4734,4.9234,-0.3111,182.4238,0.6831,0.4454,0.2806
Gaia DR3 1607142402891136,1607142402891136,43.68828908700446,3.019119032254229,6.777737045508632,-6.809874453149378,-49.78864597759125,1.2081344,20.310518,3.041689,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1632121933709696,1632121933709696,43.34291285623627,2.9627893081168315,6.536518904003249,-9.658031180848258,-3.470212639266016,1.1768484,20.596556,2.1998997,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1819043204469248,1819043204469248,44.827143323891406,3.3406648147503635,5.881307663806308,21.742411754817468,0.14524119024658472,1.0566059,15.839916,2.4030952,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3580.4683,4.797,-0.2047,167.8989,0.7045,0.4707,0.2859
Gaia DR3 1903430722023808,1903430722023808,45.428364917611404,3.430117350138699,5.720235629180665,55.97977278754131,8.724678755196498,1.1117413,14.4127445,1.9854002,30.317005,VARIABLE,0,true,true,false,true,false,false,true,3709.7205,4.2064,-1.3145,169.9193,0.4154,0.2905,0.1623
Gaia DR3 1938821252520576,1938821252520576,45.73014633139101,3.7393359828014545,5.90699622507752,4.654943243352114,-44.48611254265794,0.96575785,17.192467,2.846469,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3324.4219,4.9345,-0.131,171.6624,0.8956,0.5669,0.3727
Gaia DR3 1990257780894208,1990257780894208,44.22755027209574,3.2405624170392286,11.416188977056922,-27.446089172630046,-42.66462117503751,4.1118517,14.802974,2.5718117,-14.2365885,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 2094299068625920,2094299068625920,44.14136480786746,3.7991577433277954,7.8035794771742175,-52.934953654154725,-33.20061052154383,1.3059858,10.182996,0.7581339,-9.651394,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5862.967,4.3598,-0.4397,126.998,0.0127,0.0108,0.0058
Gaia DR3 2245756795644160,2245756795644160,45.133677311572754,4.599353865596213,6.071328981219198,-5.619138010117856,-30.941185455802312,1.1481049,13.213239,1.452527,37.586815,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4453.549,4.6316,0.1171,164.6422,0.2468,0.1863,0.0979
Gaia DR3 2265513644978304,2265513644978304,47.909229619431336,2.676653976980837,5.276950177766269,22.1434808900174,-20.478697757092746,0.91572493,20.294073,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2390514373077760,2390514373077760,47.852624113729085,3.4725057393285095,7.797393149657693,47.3435918921695,-15.813611306007948,0.9806596,18.02443,3.1117134,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3127.3367,5.0659,-0.2882,132.5592,0.8727,0.5286,0.3692
Gaia DR3 2439369626388352,2439369626388352,49.165196351860686,3.5741539823305764,5.5202427251924275,11.087658980786326,-0.9383476586171271,1.0912379,20.258308,2.65629,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2469988447985792,2469988447985792,48.14379771063052,3.4886207032698455,7.951809489545291,-63.0024186639185,-39.40977465024744,1.011101,17.184996,2.8807878,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 2478921980155264,2478921980155264,48.376508014567314,3.638482062883268,8.894065044286389,1.6097447753245862,-6.902081865906795,0.9368727,8.976857,0.6111145,14.069697,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6395.7573,4.277,-0.2399,111.8472,0.0043,0.0038,0.002
Gaia DR3 2490977952711168,2490977952711168,48.17372723322528,3.6698186329106637,5.376156540307805,78.15120762018722,-44.3861091559426,1.00306,19.725142,2.727724,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2587876710300288,2587876710300288,47.31601859952865,3.545761340652808,5.070937670085956,16.6221789995853,-14.031857610674953,0.911591,16.616339,2.3384666,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3543.7983,4.7445,-0.8026,194.4222,0.6731,0.4529,0.2684
Gaia DR3 2609111028556800,2609111028556800,46.71438690409545,3.4623364865781783,9.147681568854368,12.017540143715827,31.494820661009413,1.1708425,16.541878,2.8847303,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3325.5242,4.9765,-0.2472,112.4002,0.962,0.6095,0.3977
