designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 1189224905263744,1189224905263744,43.93778496226902,1.8938518036707297,6.271503486702273,22.47920510181254,-19.662057152081218,0.9427516,20.005978,0.1683464,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1213384096442112,1213384096442112,43.40410610842598,1.8779002842306192,8.635353742978161,99.18621990194652,35.43705687778754,1.047323,9.265973,0.7152271,-37.65537,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5982.834,4.1105,-0.6691,115.3985,0.0172,0.0147,0.008
Gaia DR3 1218946078350592,1218946078350592,43.04721898222161,1.7836772739381659,5.461370392125201,104.48395008323854,17.15389143596379,1.0907416,9.669697,1.1333971,59.616474,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4860.055,3.6023,0.2719,183.1439,0.025,0.0197,0.0103
Gaia DR3 1243307133415040,1243307133415040,43.89114845156874,2.0947041158428865,5.255679640860264,-10.531030695244748,-91.56662798369972,1.2499644,12.5810175,1.1745005,-48.266945,VARIABLE,0,true,true,false,true,false,true,true,4909.529,4.6106,0.1689,186.2891,0.1426,0.1125,0.0591
Gaia DR3 1268321022907264,1268321022907264,44.30777209360578,1.8809525492729866,20.69208036936749,100.38169055659466,-99.30982581190028,1.0345942,17.258162,0.6621723,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 1291243263457280,1291243263457280,44.12524713563805,2.1357329006518673,6.423040626705364,1.4448600023012357,-11.282048751989388,1.1067569,16.39975,2.8680267,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3358.3274,4.8281,0.0603,152.7068,0.8838,0.5595,0.3729
Gaia DR3 1473006279215616,1473006279215616,43.34040011209867,2.569517999039135,5.609606143799323,-8.143020135561933,-35.58773824433864,1.2320116,20.56767,2.2254486,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1487059412675712,1487059412675712,42.71878072548693,2.303424492282235,6.5301855281436865,-14.920774855551869,-25.854489794865255,0.94317406,10.4808855,0.7390604,-8.836698,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5930.4087,4.3419,-0.4682,152.5616,0.0132,0.0112,0.006
Gaia DR3 1551896238300672,1551896238300672,43.62980814344031,2.5518349949225465,5.6524630562161615,-4.944866901214269,10.134052505641915,1.0629532,20.35594,1.6211071,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1561242087619712,1561242087619712,43.85014230124449,2.742210069087989,9.143450278246515,-9.312767066465085,42.743565325654714,1.1683112,20.477995,0.072221756,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1571717512229504,1571717512229504,43.29045389548082,2.710512173193526,8.034520187918728,11.75192800756727,-26.209517183829902,1.0628424,16.442894,2.7177935,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3386.2712,4.9587,-0.2978,124.8103,0.8344,0.5374,0.343
Gaia DR3 1573504218636544,1573504218636544,43.379392079566436,2.748509926450363,6.203329673985137,41.05034564103519,-118.4518268295138,1.005931,17.337301,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 1589760670443520,1589760670443520,43.85533326854861,2.884631109985375,8.936817831646545,91.03325687479425,-31.0771925705021,0.9921183,17.1023,3.1504517,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3218.7947,4.9956,-0.1688,116.4387,1.0162,0.6273,0.4256
Gaia DR3 1645694029060864,1645694029060864,43.26445983828524,3.0509352467786073,6.275629988805402,6.442588338348623,-6.588904289802738,0.98861146,17.902708,3.1340752,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3198.6396,5.026,-0.2453,159.0078,0.7946,0.491,0.3344
Gaia DR3 1662190998876160,1662190998876160,43.57332035753176,3.242965832656857,6.833826267702306,50.51603134713385,6.314762415351977,1.0213343,15.218841,2.2716808,75.99226,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3671.2874,4.7852,-0.1948,145.0824,0.6617,0.4493,0.2655
Gaia DR3 1663359229977984,1663359229977984,43.78644649370148,3.2117945460060033,5.316102796503894,38.79277377708914,8.788030604633322,1.0347543,14.241078,1.8210249,0.22018695,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4266.6934,4.6654,0.2167,189.7251,0.6981,0.5054,0.2724
Gaia DR3 1680470379684096,1680470379684096,43.587173114787696,3.329417174748157,8.9192251722087,16.236632808098094,-16.50578513302247,0.99387664,11.662446,1.236083,17.472637,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4718.022,4.5928,0.1536,111.2325,0.0632,0.0492,0.0258
Gaia DR3 1709847955977856,1709847955977856,44.86321065626713,2.679205822356198,5.765822116536085,12.150655130318722,-39.426108191063214,1.0770477,17.434517,3.1175785,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3240.6067,4.903,0.0834,174.0788,1.0697,0.6581,0.455
Gaia DR3 1844263252553216,1844263252553216,45.7248593179114,3.2987657831540993,12.270655422887383,79.33505572242407,-28.375666686256665,18.333303,13.398597,2.3482656,7.89471,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 1890270942206976,1890270942206976,45.84712720164967,3.6650568785009106,7.724659752204401,-35.387904642381024,-51.0957319408125,0.99652076,15.382658,2.5031834,57.634457,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3516.7163,4.7763,-0.1351,129.5877,0.6854,0.4522,0.2815
Gaia DR3 1893844355060224,1893844355060224,46.13857064616887,3.716341710105192,9.112125967054018,110.66094873719092,114.71084891176427,1.0857213,14.159174,2.013937,109.40141,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3859.929,4.7707,-0.3499,110.0183,0.597,0.4185,0.2345
Gaia DR3 1908511667899264,1908511667899264,45.34681293063318,3.541916718392117,6.3870330276956535,259.8197402107402,-222.9360150702511,0.96924376,17.488806,2.3333626,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3212.2034,4.7672,-1.051,156.292,0.0811,0.0535,0.0313
Gaia DR3 1988780312146304,1988780312146304,44.154967068832526,3.2036369303098797,5.940815668931655,6.994508605421473,-50.78595689064395,0.98469883,14.100904,1.8119335,-7.1222043,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 2038120896448512,2038120896448512,44.588835635736324,3.7741268448902057,6.142982981175972,-28.168829304443634,-65.6074676029714,1.2053063,17.156492,2.9429111,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3315.189,4.9312,-0.1118,164.565,0.9604,0.6056,0.3999
Gaia DR3 2131854262993920,2131854262993920,44.96801051990146,3.906128869030672,5.232019499909796,48.066958816787675,16.932033973626982,0.9980417,16.458038,2.3596535,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3573.8267,4.862,-0.2867,194.0859,0.6864,0.4595,0.2737
Gaia DR3 2261665354278528,2261665354278528,48.03848614458479,2.6386023948486677,7.837594361843004,81.20433671174877,44.37002763713407,1.1156838,11.173871,1.0478697,25.65618,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5130.27,4.5156,0.0874,126.9333,0.0748,0.0602,0.0318
Gaia DR3 2280494490899840,2280494490899840,47.89077019092681,2.788579221925846,6.031519688535259,27.483793744335745,-21.879325513842943,1.1355098,15.727616,2.2715626,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3517.9038,4.5309,-0.8799,165.9447,0.4663,0.3147,0.1875
Gaia DR3 2280631929850496,2280631929850496,47.9185644796829,2.8042982627908866,7.784987637635179,28.62439561386015,-39.26437373283495,4.8205566,12.985547,1.8094778,-13.072691,VARIABLE,2,true,true,true,true,false,false,true,4198.444,4.513,0.0442,127.4524,0.552,0.3983,0.2158
Gaia DR3 2355291345706240,2355291345706240,47.48844724923082,3.163137047022765,5.846546311071076,39.14915797211118,12.999466417040107,0.9968635,18.38507,-0.060028076,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 2398069219932032,2398069219932032,48.39538394979578,3.107213336422423,7.064430459460163,28.805010219546276,-12.293044124789592,1.2397918,14.866752,2.3589334,39.603115,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 2539704357124736,2539704357124736,47.008276807538685,3.180207685352254,5.2672162952413535,-11.483617795436388,-25.801151459694598,1.0724477,16.099318,2.4126244,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3561.4858,4.763,-0.244,190.6347,0.665,0.4434,0.2708
Gaia DR3 2662295608063872,2662295608063872,46.77999932392549,3.8884955588663916,5.5542396262931994,-18.247091169630465,-27.382920365489746,0.9857078,11.195261,0.87216663,-15.102337,NOT_AVAILABLE,0,false,false,true,false,false,true,true,5803.6724,4.4772,-0.1097,175.233,0.216,0.1808,0.097
Gaia DR3 110951890948096,110951890948096,44.96551311298629,0.771972846155539,9.44768465132381,14.714417803627136,0.14645477534815515,1.1490817,15.8379965,3.355339,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,3227.6794,4.7301,0.4488,106.3057,1.0721,0.6455,0.4806
Gaia DR3 123424475948672,123424475948672,44.8000069221394,0.7794933038508934,22.499346672897467,176.56737208740543,-42.431644505901296,1.2189958,14.900652,3.1986246,34.41306,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3059.8281,4.9739,0.0392,43.7588,0.0023,0.0014,0.001
Gaia DR3 286083477371648,286083477371648,44.21715625540999,0.7084084487901706,5.289220447585863,21.16127778670834,-37.52157775396851,7.5370884,13.951838,1.6768341,-46.434452,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4260.7783,4.6705,0.142,174.67,0.4504,0.3306,0.1764
Gaia DR3 322710958456448,322710958456448,44.56176710502694,1.0612963098488477,7.278266756355771,0.49359134416177564,-12.645343136567014,1.0648445,15.443743,2.5055761,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3467.9773,4.5964,-0.5105,136.5491,0.734,0.4829,0.3005
Gaia DR3 452212812313984,452212812313984,45.0349266115007,1.6364715669582413,24.114540315165154,110.20616208545195,10.80673641248456,1.2695564,13.457018,2.5723238,39.94661,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3113.5193,4.2885,-0.7839,41.3937,1.0E-4,0.0,0.0
Gaia DR3 470663991837824,470663991837824,45.43203243301206,1.7319560815393449,6.444365134867953,67.29943171828197,-38.76074111540807,0.97036916,16.723757,2.595251,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3399.4082,4.9485,-0.2776,155.44,0.6693,0.4339,0.2761
Gaia DR3 559483915442816,559483915442816,44.9305841009936,2.2485996306597062,6.408753994683431,6.018465654103062,-46.84075545910648,1.0890989,15.964464,2.508788,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3479.1404,4.7642,-0.3312,155.4968,0.6965,0.4582,0.2857
Gaia DR3 715408408294656,715408408294656,47.44865478077635,2.081688786933437,5.882249467913185,13.359757970772336,-3.4229564210873766,1.0875615,17.904018,3.509306,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 735921172042752,735921172042752,46.94397867389476,2.2318433215829554,8.41832055440294,50.54728367969006,-27.192884618200146,1.1016492,16.482195,3.0486116,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3282.126,4.8978,0.0431,119.5098,1.1115,0.6905,0.4677
Gaia DR3 755227051392768,755227051392768,47.679975515543994,2.46351458445763,6.4180905908745425,-14.241627659436304,-18.479235055965717,1.0284728,20.517021,2.2966232,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 755540582699392,755540582699392,47.62704817309152,2.463640960160351,7.71408533173123,83.88693589573188,-92.42466270124481,1.145474,9.957337,0.80425453,65.57477,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5909.856,4.2505,-0.4509,128.9258,0.1062,0.0897,0.0483
Gaia DR3 790724954728448,790724954728448,46.929819657233836,2.461170374676093,5.032881701931625,5.17440670431385,-33.01893210047992,1.0546917,17.981636,2.9479904,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3281.8809,4.9863,-0.3289,196.4105,0.8059,0.5087,0.3347
Gaia DR3 849338373256576,849338373256576,45.614553177750054,1.9306400254651261,5.479088307317447,2.98352396859553,-11.958176590467483,0.9808486,18.455334,3.0216923,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3192.505,5.0967,-0.5274,179.9021,0.4826,0.3013,0.2017
Gaia DR3 856553917811584,856553917811584,45.93647833999168,2.0681793142351985,5.6740019023278485,49.50054433110044,-52.423092045336034,0.94503695,19.031418,3.154234,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 879991554865152,879991554865152,46.02806067583365,2.1334234884666388,7.198613325448974,50.14653023229123,-8.413899159474445,0.6599678,16.595226,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 893769809619456,893769809619456,46.182862805165264,2.4001786082124177,7.636441201688029,15.894722287224466,-22.72948776528586,0.9760698,18.977934,3.2955189,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,2864.5098,5.0474,0.0952,171.5744,0.0318,0.0181,0.0145
Gaia DR3 896106271727872,896106271727872,46.18846750540428,2.4374752905998016,7.386047122171779,56.24686866448806,-94.55636660803515,1.5880011,14.737985,2.2657433,-15.073964,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 996191894545408,996191894545408,46.68135482393654,2.6355918908641804,5.113969105353662,64.53932293887729,-39.44899265289857,0.9767443,17.519587,2.860241,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3291.1907,4.937,-0.1065,195.1458,0.7773,0.4898,0.3258
Gaia DR3 998631436165760,998631436165760,46.47455813905715,2.6332386019743415,6.3471446972785905,15.683682579107458,-22.850780724968413,0.98853356,18.572498,2.8911953,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3067.4216,5.0479,-0.2009,174.3891,0.5136,0.308,0.2221
Gaia DR3 1104395006235776,1104395006235776,46.48646048250413,3.260582573568741,5.533988269056464,25.479683444270947,-22.557603942062165,1.1433771,9.95559,0.69290924,17.856447,NOT_AVAILABLE,0,false,false,false,false,false,true,true,6041.614,4.0756,-0.4937,178.9877,7.0E-4,6.0E-4,3.0E-4
Gaia DR3 1192798318065152,1192798318065152,43.88962165850964,1.9485122287673513,7.276516952370462,274.81244193388034,5.426382252637233,0.97277665,17.368542,2.8185234,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3251.6465,4.804,-0.8357,137.6852,0.6851,0.4353,0.2816
Gaia DR3 1213933852238592,1213933852238592,43.04944752048097,1.6626134272449256,6.011631591014605,12.099100502249659,-5.696203928430296,1.132267,15.612012,2.4309464,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3586.7183,4.7574,-0.0674,163.9282,0.7027,0.4685,0.2862
Gaia DR3 1306052310709760,1306052310709760,44.714276285100254,2.290418905835527,5.490966476262035,13.420441444487665,23.010758170697784,0.9096125,18.615294,3.026226,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3060.4731,5.049,-0.1438,201.7143,0.1103,0.0666,0.0483
Gaia DR3 1386488458190720,1386488458190720,44.33869113908547,2.6595092443424404,5.628925169148347,2.869426965668935,-5.851943231417062,1.015485,15.374504,2.2736282,-43.777733,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 1394185039592064,1394185039592064,44.03739767287144,2.6269228125916815,6.041424374809364,27.469323618204196,-26.799150555781384,1.6786643,14.814907,2.3568935,20.991453,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,
Gaia DR3 1729398647131392,1729398647131392,45.30433700554743,2.849863965174267,5.682300839918587,-16.33965182911511,-2.402005386570021,1.9656156,15.11898,2.230917,-1.6764883,NOT_AVAILABLE,1,true,false,false,false,false,true,true,3686.2888,4.6043,-0.3321,179.4935,0.6338,0.4326,0.2538
Gaia DR3 1849004896453504,1849004896453504,45.56521961262631,3.2486607663023306,5.063974303121005,36.565195126435604,16.049739157298166,1.1251353,15.7557125,2.416892,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3623.132,4.6899,0.0531,197.0115,0.7319,0.4881,0.2995
Gaia DR3 1889407653424128,1889407653424128,45.88283152724557,3.641671653601425,5.45702624004004,0.24163159966309455,-20.049364181291082,1.0054986,19.097982,3.2001019,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2033409320103040,2033409320103040,44.61193310236096,3.665299927182427,6.93836329909354,67.44293173633474,-108.8590825334016,1.0869175,20.48527,2.442543,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2053063087449472,2053063087449472,44.151468309034826,3.575158701721644,5.095740642928572,0.7029847384066806,-34.15263633672881,1.0689443,19.4268,3.109642,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2253139843873920,2253139843873920,47.794217797690074,2.4746020497760344,13.34976961593815,-15.609506309847191,-108.01040879016027,1.006499,15.855277,2.6342402,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 2301900607877632,2301900607877632,48.241383731259695,3.0077136757674134,10.236718386132802,37.027037006520686,-51.17882616185614,0.9914576,17.272783,3.3323126,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3162.0833,5.0299,-0.2055,105.5718,0.9852,0.6004,0.4152
Gaia DR3 2313441184932992,2313441184932992,48.155010881309,3.0061699383285845,5.61491298108113,13.632149842908312,-0.47640087614171633,0.87382096,18.776102,3.0553741,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3099.3342,5.1745,-0.6459,173.6564,0.0371,0.0228,0.0157
Gaia DR3 2494139050951168,2494139050951168,48.09250139313068,3.7164121413207316,5.337679841857466,-21.665395806553036,-6.888016291163056,1.0167807,18.577684,2.8186512,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3102.8105,5.051,-0.2019,203.4836,0.2751,0.1676,0.1188
Gaia DR3 2544132467860224,2544132467860224,47.28946620537654,3.25310961990599,5.181778043590257,-9.91873049757585,-10.120657244537016,1.0586399,20.11815,2.7454376,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2579626077491968,2579626077491968,47.757217848570434,3.5387903785509303,5.374682230469665,1.6193681353406173,0.42810337973792256,1.0928199,20.590128,1.9850254,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2678723858024960,2678723858024960,47.71686504177924,3.6921687371235263,8.281359725554566,205.7165206014123,-154.49611883637436,1.1201584,19.981583,2.5785103,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 2727789564952960,2727789564952960,48.05056335905017,4.126284905436581,9.370280770158816,22.50502097316538,3.4495135526535345,0.9368386,17.614605,3.2245636,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3113.1091,5.0335,-0.1537,116.9484,0.8903,0.5365,0.3792
Gaia DR3 3003526465296896,3003526465296896,50.54092704024204,4.820464870187937,6.174396062774514,47.58761668373006,-22.028848671017712,1.2055004,12.462277,1.2876978,-1.8545337,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4717.9907,4.5498,0.1165,163.049,0.2122,0.1646,0.0864
Gaia DR3 3006996798872448,3006996798872448,50.47247406836326,4.858065356045825,5.909316087938383,14.540900859224639,-2.825417229356339,1.0566633,15.422995,2.2700052,51.513153,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3624.9824,4.4895,-0.7875,169.2484,0.7358,0.5006,0.2921
Gaia DR3 3100657150416768,3100657150416768,48.440333357570935,4.282595139267304,5.097739234453799,35.40595883894022,-1.2522782586486745,1.0369904,18.71125,3.0755863,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,3065.018,5.0569,-0.1775,196.6126,0.29,0.1748,0.1259
Gaia DR3 3124060427493120,3124060427493120,48.43491248963329,4.5545015232378585,26.891276421914455,-56.45581996954451,-23.817230132959885,0.87854904,17.931368,5.2273464,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 3177519885220864,3177519885220864,48.32428216024567,4.762646999019009,6.898260248047876,14.297167024164136,-15.728153463994907,2.2181013,9.544808,0.7717409,-16.930515,NOT_AVAILABLE,2,true,true,false,false,false,true,true,5890.7964,4.0426,-0.4776,143.9656,0.0256,0.0216,0.0116
Gaia DR3 3206386360608000,3206386360608000,48.44075422336679,4.894728935192852,5.808659134883551,15.509108549778148,-8.018214818002729,35.750927,14.105387,1.7785788,27.238234,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 3249675335620480,3249675335620480,49.4748566863784,5.102669923208189,6.037555142305769,19.889542577190973,-129.8216502081983,0.91763365,18.768723,3.1092243,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3054.6604,5.1152,-0.809,158.4191,0.042,0.0256,0.0179
Gaia DR3 3259674019476864,3259674019476864,49.034175195326796,5.073986851314287,5.862578769167497,18.374331918744705,-4.965801103519816,1.0222822,20.455929,1.9546356,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 3291181899433088,3291181899433088,49.32179840174682,5.304029648565346,7.356127125093943,-6.401633317051054,-91.49385912500173,1.0023708,19.353485,0.3783474,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 3480645791667840,3480645791667840,45.986538049095095,4.361981618825447,6.0686585023744755,-43.66632207572643,-27.474957365595383,1.0137703,19.152401,3.201315,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
