source_id,ra,dec,parallax,bp_rp,phot_g_mean_mag,pmra,pmra_error,pmdec,pmdec_error,l,b,parallax_over_error,radial_velocity,radial_velocity_error,ruwe,phot_g_mean_flux,phot_g_mean_flux_over_error
123424475948672,44.8000069221394,0.7794933038508934,22.499346,3.1986246,14.900652,176.56737,0.03811606,-42.431644,0.033100802,175.90455376390634,-48.50111416624827,620.3012,34.41306,5.162348,1.2189958,20638.866549955063,1263.9052
452212812313984,45.0349266115007,1.6364715669582413,24.11454,2.5723238,13.457018,110.20616,0.018741013,10.806736,0.016886659,175.2448714704275,-47.72935462253316,1352.4142,39.94661,2.0449462,1.2695564,78008.07671796078,2327.0862
630505494719360,46.613135424105224,1.961063920576691,67.9335,1.7276907,8.457596,389.25305,0.023812708,-925.02625,0.022991313,176.5350451550684,-46.37984215639289,2476.2068,-31.353418,0.1720639,1.1065348,7796657.050713979,3156.994
756571374829440,47.29336525491694,2.2690520361871953,26.104267,3.9183216,16.616676,500.6942,0.109484695,101.94607,0.09142951,176.89724675511667,-45.6772036405366,276.25717,,,0.946297,4248.900779931333,852.4297
769456276704128,47.51489911594037,2.572769511017299,53.084366,3.4934063,14.59925,180.20093,0.041437715,-320.72046,0.03281088,176.80447796401145,-45.30706200802459,1240.3638,-51.70547,3.6362717,1.2674514,27242.485548436853,1321.855
1013169900890624,46.35758730385661,2.789019508815626,20.550472,2.8004866,13.888635,200.014,0.035741955,-134.16014,0.03307695,175.42483617371124,-45.980071894860366,615.1889,78.14651,2.2141223,1.7563044,52419.522669915714,1431.2563
1155453577587072,43.726188251009376,1.6485541236514145,20.863945,2.574688,13.044759,119.218544,0.13157402,9.274774,0.13034773,173.8268289877998,-48.6335964327832,160.54881,22.52529,1.2823822,7.7299557,114036.300515653,889.75616
1227712107314688,43.1958678724688,1.9284232652848503,22.195475,1.9648962,13.919317,1400.2917,0.022124128,-515.64545,0.01978163,172.95155302773378,-48.79410175398748,1108.2124,-3.1014507,3.4945986,1.1666596,50958.86831960513,2234.2068
1268321022907264,44.30777209360578,1.8809525492729866,20.69208,0.6621723,17.258162,100.38169,0.109033905,-99.30982,0.1026466,174.21526529878798,-48.063257386179984,174.59532,,,1.0345942,2353.324321097482,795.9566
1268325318000128,44.31282192447543,1.8869345636069161,20.884884,0.76951456,8.011133,107.808655,0.13242981,-95.05046,0.10026466,174.2144779446662,-48.055448365622404,231.80249,,,1.7452964,11762337.21634588,907.25507
2673638617215104,47.141127549760796,4.149839471519029,24.693996,2.8923092,13.973416,24.410358,0.029841794,61.953197,0.027072296,174.85147323078917,-44.46335582128024,908.65424,8.373323,1.9363374,1.2594124,48481.95764784971,1249.9408
2729232673961216,48.0987454059045,4.152218469777997,27.224829,2.5112991,13.912968,-65.58347,0.03085897,-10.421653,0.022619573,175.79029394991326,-43.78652021386,1206.0016,21.228277,2.1977146,1.2175618,51257.77455202769,2009.3635
2781562554898432,47.77883640970226,4.293187546106668,23.506382,4.478014,18.53209,399.46902,0.29340187,-33.67596,0.24874625,175.33977936783475,-43.913426086861094,104.87114,,,0.9636505,727.9660836111152,368.89258
3124060427493120,48.43491248963329,4.5545015232378585,26.891277,5.2273464,17.931368,-56.45582,0.17392814,-23.81723,0.156006,175.72071798336057,-43.265325896589424,169.96152,,,0.87854904,1265.9005878082053,495.0374
3179036008830848,48.353258238212746,4.775200170986658,116.267815,3.3437214,12.101368,1741.8746,0.04745122,86.494385,0.0436992,175.42710843097018,-43.16762090680206,2720.0735,28.16455,0.46345535,1.450144,271893.93401966005,953.046
3499474928879104,46.59890035767369,4.547457736113798,25.772705,2.90829,14.565909,-60.619038,0.030652693,-34.158962,0.026381684,173.91938546006597,-44.556072676019134,970.62665,9.060824,4.4476547,1.2555447,28092.010560938743,1679.4655
3499474928879232,46.59905784267629,4.54679059993731,25.201246,,15.40368,-73.79352,0.51557046,-30.225368,0.38203543,173.9201936342853,-44.556444274311296,63.789524,,,3.0638306,12985.978831415856,139.69191
3897223260297728,46.09620312100216,5.4216284543711035,27.22268,1.9374771,11.912911,457.41568,0.018596621,-38.237045,0.017501296,172.56896448442149,-44.26551387632922,1222.506,16.857618,0.694306,1.2419617,323431.3183805881,3430.0217
4061462809542400,47.90070740667656,5.726777321370225,22.916842,2.7285423,14.365818,146.4199,0.03116373,-208.56696,0.026982654,174.07478793376683,-42.80700975515419,601.8651,16.762396,3.118826,1.1718537,33776.87274631879,1173.2317
4267552520347776,47.56392170930795,5.90623884657126,55.24063,2.3352451,10.885645,-122.203026,0.03108993,-563.34344,0.027801622,173.57583408831655,-42.91042001473361,1681.982,-5.684577,0.19122379,1.3848362,833084.0806336512,2570.825
4307169298670464,46.77548689203329,5.987957106976739,23.644094,3.8279753,16.755627,43.226627,0.10752,-95.98524,0.097816795,172.71836254080938,-43.390313403374144,260.8371,,,0.83254725,3738.48645951673,790.2334
4656161161454464,43.172876765171196,3.280493888667714,26.178667,2.0483732,11.286471,94.74776,0.030992873,-12.536671,0.022800753,171.55274548351306,-47.812786433290576,1107.3639,-1.1865042,0.37680316,1.3493575,575914.5746909546,1971.3398
5837071009282816,41.784416283990545,4.935493885151825,32.60984,3.5418634,15.61984,-170.18591,0.06434777,-665.8606,0.05428665,168.3920925322399,-47.463542584176146,540.20044,,,1.1938249,10641.694885412364,1371.977
5850333868501248,41.337421695841414,4.7114504498852,20.371767,0.4174099,5.9799666,69.745476,0.06596487,-40.828014,0.05840944,168.09223672397223,-47.91944658269379,321.71527,23.694855,0.4484209,1.2503762,76376548.8505799,1557.7504
6260619209062272,42.540671623385336,5.539656668399988,20.592632,4.6743546,18.857353,86.4691,0.44334394,-111.12651,0.49110106,168.67614940695083,-46.51769679959383,65.25405,,,0.8960523,539.5175105848003,345.8136
6316591222362496,42.070344230331784,5.61806199135466,21.449102,3.0376978,13.143915,74.48753,0.023702648,-53.62058,0.020615242,168.0779705016067,-46.75554711395901,1001.37305,,,1.4140077,104083.23593721465,869.194
6346041813693696,43.16686674308697,5.7157912380214855,21.644844,2.52909,14.463564,-85.90558,0.03803291,-301.16907,0.033467557,169.2021662765935,-45.98191337212236,603.91907,56.16409,5.268952,1.4717836,30868.91332155552,909.869
6346041813693824,43.165709186489785,5.715947444180452,21.753056,1.2922182,9.962042,-77.62577,0.015991047,-299.5158,0.013842253,169.2007561639239,-45.98253860691018,1435.8457,52.57793,0.2845867,0.99042225,1950428.1372352487,5341.878
6348240836955520,42.98653737950994,5.713222886709305,21.472008,2.7250528,14.30457,486.48505,0.029637387,-126.40494,0.023720061,169.00707563607486,-46.09965862924891,916.20984,91.54893,2.8988142,1.1439937,35737.06230381481,1612.7924
6397856299125120,43.34394291915119,6.132224590694776,22.178354,3.3176918,15.695479,193.06404,0.052658755,-298.9075,0.044897225,169.00964368266017,-45.550170455208104,451.88208,,,1.1219609,9925.561902289097,1063.5806
6452209110182016,42.96314533979586,6.227655066741859,40.82115,2.5259972,12.089319,469.04517,0.024872612,-122.975914,0.023829307,168.5069204210454,-45.720082255246005,1642.9594,58.410362,0.32170182,1.3606181,274927.9361043152,1755.4119
6963383233077632,45.961700034802064,6.130449084390715,31.933529,-0.05897045,14.964418,227.79416,0.045487028,54.00028,0.039846964,171.7638510431026,-43.83482220511261,704.9195,,,1.0575107,19461.63813966856,1536.543
6963761190199424,45.9627666464047,6.133522852317712,31.979074,0.7092409,6.792566,232.1469,0.030054994,49.837746,0.026444608,171.76206616829526,-43.83183640743082,1120.7446,24.714314,0.14889957,1.2677258,36134370.31160764,3527.4626
6989290475763456,45.153526828148586,5.985359407396669,30.321892,0.9936247,7.8996253,698.2328,0.027624846,-158.18056,0.02299494,171.06791713997404,-44.481082959876744,1182.9305,71.0627,0.1878509,1.227266,13034568.366175992,4499.7246
6989977670532096,45.017420832126774,5.990593492092854,32.158863,2.6237888,13.108954,78.65732,0.019584397,-74.622345,0.018460596,170.92134649785032,-44.567284904202275,1624.2122,-21.430649,2.090258,1.3223455,107489.19880175582,1834.054
8011385317379968,43.38462505039413,6.912943044874931,22.949396,2.562808,12.554105,112.11357,0.16672148,-83.47108,0.17157264,168.34232763951812,-44.925384295798594,149.40367,-3.268896,1.0058194,7.0102277,179186.3189223324,1758.7614
8193113974019072,42.977740590998,7.050926378148616,22.283068,3.4859705,16.072254,9.094176,0.07386338,-129.97226,0.0674392,167.77730433624805,-45.07547015136851,285.82883,,,1.2874967,7015.280718873166,526.4403
8367803179074816,44.031485207345426,7.92234863553417,21.351429,1.1935358,9.622882,186.06044,0.01486885,-43.97296,0.013042841,168.13250429719173,-43.738868580045065,1468.7439,35.431152,0.19679527,0.94850045,2665593.612821136,6109.795
8479094371605632,45.013187696357434,7.7498492432584785,42.078083,1.1033611,7.7199035,328.02573,0.031512383,21.180765,0.026993278,169.31124961582265,-43.24457160502546,1514.6654,28.618938,0.12749301,1.0053616,15381029.906973125,2758.603
8578256576520320,44.99859716662171,8.198672824518475,33.93675,0.6190653,15.781027,479.7222,0.048371788,-75.68574,0.04459824,168.8978041741304,-42.91222345056484,779.8613,,,1.0458804,9173.5195142067,1039.666
8684153290176000,45.450815437913555,8.4949880083898,32.804996,2.9645863,14.566868,312.2049,0.033675797,-162.25722,0.028750096,169.10027609753615,-42.39664526873442,1030.0066,-2.2904916,3.7266407,1.2812194,28067.23295071677,1702.59
8777268181161216,44.87199189447087,8.470833768209813,25.913393,4.035264,16.769579,158.39198,0.10469557,13.262132,0.09201289,168.52787853946052,-42.784913840464135,253.35744,,,1.1271384,3690.7555012691373,679.3236
8810116091022208,44.05766181697293,8.38116469976781,23.148537,0.61441326,5.860868,66.40088,0.12481492,-89.43508,0.07972633,167.75752801995148,-43.368283919566174,265.05505,27.377527,0.14923118,1.3787111,85231382.05548255,1810.9232
8896496473276288,45.018454118784746,8.841118346808315,26.598722,2.9883509,14.52822,-21.164757,0.033100985,-157.30438,0.02960506,168.3556139767015,-42.40809135759696,875.675,3.9852145,2.9696863,1.1597306,29084.31604124653,971.1715
9124679495764864,50.91354919877206,5.687245676876652,26.63784,3.0625782,13.001821,83.32112,0.0373247,-69.49725,0.03460022,176.9414577424918,-40.70510964536871,749.63947,12.157849,1.4575347,1.5113791,118636.5595798781,1136.9608
9178383766474496,51.42515428604668,5.863377050501083,39.773174,3.1676884,13.900986,-181.75804,0.033310868,-166.17303,0.027766475,177.23428463253995,-40.21472970793285,1333.3519,,,1.3456784,51826.56779594499,1020.3178
9395983989903488,49.92276397591947,6.088955305792635,21.359674,3.5308123,16.431263,-135.62495,0.078248024,-74.66598,0.06967094,175.65187313643995,-41.133080143512466,330.9419,,,1.0651522,5040.130358411069,896.96405
9877806305711744,51.119088401381326,6.98488087033674,21.701344,1.293169,9.915004,-28.693735,0.01672073,-30.589773,0.015787749,175.9046134641225,-39.657190115404646,1401.12,0.9060036,0.20508324,0.90368533,2036784.6860002978,3209.5303
10147740705836800,49.23561041391637,6.283641267763733,20.742922,3.9958735,17.20714,182.2294,0.1338108,-111.27822,0.1117804,174.82637227419124,-41.47959217040653,152.5497,,,1.085075,2466.5535825271363,615.05835
10147878144789504,49.246091588717135,6.301972003858501,20.72115,3.9554338,17.128258,182.69667,0.13061386,-112.3781,0.10538067,174.81900436526462,-41.45924342640919,163.11311,,,0.8821435,2652.426447666707,605.6392
10584899656489600,49.36045108722939,7.655137630235867,21.351316,,12.036097,168.61136,0.16770086,-6.5119267,0.094353214,173.67262452945656,-40.413284694233695,224.13058,,,2.0598037,288740.7577020446,321.03384
10584899657116672,49.3606888568276,7.655782956901497,21.272282,0.7142348,7.2656646,166.35674,0.025803473,-6.3048897,0.021224504,173.6722576580289,-40.41265703924561,1013.6723,31.39197,0.1328287,1.068295,23371191.36991999,3700.682
10608573516849536,49.38734080972668,7.690126225598939,21.226137,0.7674012,7.6169553,168.80719,0.02861565,-6.387489,0.021763865,173.66583065636215,-40.36960867072,974.368,32.06776,0.14331648,1.0663347,16910820.538753137,3039.6938
10813357557424768,50.944366380686,8.083631442538644,26.076298,3.5329247,15.950438,64.97291,0.0592532,-298.875,0.050008614,174.73694058133376,-39.00790369203263,518.5126,,,1.0538352,7848.22839623177,1058.4282
10937945968805632,50.893207480336464,8.465182158000985,24.211391,2.5651197,13.54105,61.858616,0.018488327,-104.53216,0.015634535,174.34525660174575,-38.77295489559536,1393.8033,-13.511979,2.385353,1.2399366,72198.268741044,2037.4434
11023119464589696,50.40005666859358,8.340328019154672,20.484303,3.1265173,15.645367,81.49325,0.04332232,51.89722,0.036061022,174.01069274442162,-39.20419668988589,573.52625,43.03206,7.202106,1.0260499,10394.414986583817,1335.679
11023123760286592,50.404591022596954,8.342041669073788,20.172644,2.4477005,12.800914,86.88568,0.14750788,51.423332,0.12035629,174.01328057996278,-39.199832888333326,168.9372,33.313084,0.7190079,9.093769,142751.70939045202,1157.3676
11037726649058432,50.1226633061456,8.454477509803146,31.603159,1.3696461,9.212734,226.3678,0.02044688,5.9735603,0.017017651,173.65402755735892,-39.31406157342242,1868.2169,30.814974,0.22605096,1.070179,3889134.820986469,2645.3994
11063251639242752,49.65967684717525,8.45268735536908,24.37494,2.6311035,12.9907255,-232.45723,0.025330586,-181.1667,0.019492708,173.22871031385594,-39.63334373897038,1049.96,-57.612103,0.59140307,1.3558202,119855.08397904984,1643.0865
11064763467877504,49.67450510184593,8.465940167024172,24.365063,4.356125,18.01309,-238.61627,0.31983107,-180.83592,0.1838241,173.23054066737723,-39.61362653141432,120.44895,,,0.9996473,1174.1152381919403,465.87527
11530342218200448,54.00146795018399,8.760354592121404,20.360155,2.0401993,11.837338,13.945158,0.16506757,20.980104,0.13731024,176.78811017791276,-36.367863062474356,121.34907,,,8.213016,346745.81378693704,680.92255
11589475327804160,53.21687099389035,8.366617590396853,21.360918,3.6977358,16.65711,3.8768344,0.083037086,-39.870155,0.07235876,176.47787571672043,-37.201672256509354,278.97824,,,1.0652043,4093.5712286456114,865.5428
11771719380131328,52.96430982333092,8.958587279479369,36.18169,2.6945744,12.907954,248.48297,0.03609784,-43.137814,0.02523297,175.7261344770866,-36.971130428489076,1250.4319,42.361496,0.63225645,1.3267344,129349.63013786942,2117.971
12688815156948736,51.07642600615255,9.267276561254272,29.839441,2.7621899,13.65822,-87.510605,0.023336193,13.046178,0.022071887,173.7918891027623,-38.07425148158626,1241.601,15.956846,1.4112546,1.3436279,64812.456335022405,1216.8805
12741003307036416,51.063883294339036,9.483539779778106,21.0828,2.3008595,12.985064,-96.01577,0.20694473,170.70659,0.17670201,173.58891985929648,-37.928161136230024,156.5006,,,6.4928875,120481.72124935607,787.4458
12785366021729280,51.44081581740518,9.865453565644605,25.971693,2.7283573,13.151835,12.5127125,0.029455291,-222.01512,0.020019105,173.5880954004034,-37.39531702999031,1016.47754,-14.49916,1.4520283,1.4499567,103326.69925270962,1464.3915
12828418773816832,51.89934574243287,9.91194740212947,23.475796,2.8283224,13.415808,70.69742,0.05612244,-18.602745,0.04624002,173.9520404214024,-37.04571874682474,400.4415,2.091434,6.7747655,3.2490563,81025.87100533802,912.78455
12828899809609856,51.908827877612204,9.934998662838128,23.766647,1.9104528,10.591177,56.85264,0.041344088,-14.191421,0.034984715,173.94009015054365,-37.02274926505485,561.1393,-3.5812547,0.47139227,1.4239551,1092637.0024403587,1052.8663
12828899810152704,51.90921746043886,9.934801854169415,23.342308,1.4336224,10.562929,78.048256,0.044268448,-24.13243,0.036500502,173.9406054368368,-37.02261988913286,472.1806,-4.1120453,0.44434306,1.6643816,1121437.6310035698,1760.2205
13000080026782464,53.97259331296702,10.285484282191481,48.661392,2.9871683,13.587292,176.07924,0.027815057,-84.24413,0.018995576,175.4047651609211,-35.333596831960755,2079.568,12.515399,2.29248,1.3557948,69187.8772168709,1546.368
13291897284706432,53.13372803986415,10.90518306058069,22.060207,2.6638412,13.5160675,-73.859375,0.025057204,-63.121365,0.017137256,174.1530057935444,-35.48552992641684,978.10443,12.359303,1.2513974,1.2609843,73878.763763315,2967.5525
13434421479476352,53.929843321887546,11.556106374560688,26.099686,2.4955692,12.37149,165.87082,0.03797869,-8.939567,0.029141782,174.26374913915677,-34.47299877200541,723.1423,33.73701,0.8314286,1.5943671,212007.41871238564,1888.2185
13533892921879936,47.504617748484065,7.448451604824515,41.864227,4.906823,17.283665,563.1022,0.16846113,245.54724,0.15688016,172.08700453370352,-41.827784172941385,278.5196,,,0.8670716,2298.6926050185043,569.16907
13555539556582272,48.401553622120964,7.707329544787526,25.191559,1.8225956,11.170823,-129.99353,0.025299652,-302.12497,0.022095703,172.7181881581201,-41.03180955911166,954.61395,-50.435257,0.37417772,1.1739396,640645.2165769951,3874.8113
14163878724940672,48.698581142606784,8.97899582038987,43.26493,1.0472512,7.5868115,400.5787,0.02927392,-404.4254,0.023394573,171.85961432161548,-39.90181285125435,1719.2922,-16.725706,0.14515549,1.126786,17386898.85776157,4721.656
14560046508208640,49.64733387413152,10.312003584721053,28.359867,2.1271954,11.408224,145.85727,0.022464644,-82.88837,0.019623712,171.5777862699266,-38.288153666945796,1360.4725,15.660525,0.36080518,1.0741313,514822.1713360192,2064.7664
14862584004642688,46.80009621397643,9.61231932912265,20.48267,0.50668716,17.491564,159.84259,0.09827604,-275.08548,0.0893199,169.47621518207413,-40.68063760121565,209.77975,,,1.034503,1898.108954941171,979.21454
14912165107085184,47.251989727646745,10.021186116181132,79.45325,3.3290071,13.1844845,286.34308,0.039579593,-586.2968,0.02931335,169.56516092427566,-40.07992803548116,2878.622,-29.26276,0.67946154,1.3847069,100265.80466815676,1002.3791
15128081702947072,46.818791246072145,10.444045293939821,30.992773,3.618226,15.784376,145.04987,0.0636055,13.210011,0.053528436,168.782535470262,-40.03820565726019,545.4751,,,1.1885307,9145.262752739998,970.6684
15141997396965888,46.309441367963025,10.222461408081386,32.825226,2.6979542,12.9723215,311.57742,0.028343312,-91.36393,0.02579454,168.46994881618463,-40.531490699756894,1205.8365,-8.730685,0.8384647,1.4103011,121904.06536900338,2489.5437
15191681578151168,46.42843900629172,10.571337796639776,20.928528,1.5757427,20.20869,366.91406,0.96634007,-114.17692,0.9915299,168.29212249003777,-40.18935977299518,25.061247,,,1.0072079,155.4069026778059,113.011856
15400210830767488,48.70180409066761,10.857972872172162,20.725025,2.693843,14.857832,242.7568,0.032956883,-53.888702,0.027837452,170.2315790125832,-38.509202325118196,675.3745,20.023508,4.243958,1.0822992,21469.10343330594,1812.4863
15620937790126720,47.094405922110965,11.34472426475901,22.158714,4.2786865,17.217411,29.642302,0.17316881,-129.60753,0.116008185,168.2931088478497,-39.176638362779954,163.68301,,,0.6725721,2443.331352297671,536.8719
15647768450759296,47.628906398758666,11.202487238656047,22.153845,4.3545094,17.760132,109.96279,0.14910531,-371.5723,0.11843646,168.92549509994862,-38.94449725151543,132.02731,,,0.9906652,1482.1563088504374,566.0258
15674882579496576,48.016931219956795,11.314116848014091,30.184534,3.0286589,14.111497,158.75566,0.03228486,-31.987051,0.028879654,169.20101824026722,-38.611105400147665,783.6024,29.918573,2.7679129,1.3968494,42692.13055974835,1127.1926
15798165320627712,50.957902068590144,9.942280603788566,20.411516,2.9798346,15.421659,86.885475,0.048216138,-108.06916,0.03495365,173.0900076887255,-37.67135831173204,509.60037,25.021269,11.2890835,1.026576,12772.703973304273,1045.0758
15962198711564032,51.42561595372275,10.83297115683721,20.565668,2.6169767,13.403662,92.80555,0.024414819,-49.498436,0.016868351,172.73164209749237,-36.71038284541196,1141.5161,39.358265,2.0885916,1.0304494,81937.34953161908,2091.152
16302463200535040,50.8422709188759,11.686387390947745,58.468956,2.5205755,11.09795,-251.15437,0.041649926,-147.48268,0.028178932,171.48367481084202,-36.482839014125645,1598.0597,5.2983284,0.42446265,1.3843817,685120.2899724342,1446.0935
16386404041502592,52.14680668997127,11.49883134759245,56.059048,5.100911,16.841425,542.17365,0.30455586,256.93134,0.17819104,172.79162235587333,-35.740004755601106,375.5281,,,0.90899175,3454.4307803241018,632.896
16439043160641152,52.011057489437434,11.653144518294766,26.82503,2.0341005,11.551069,-29.344921,0.028713321,-35.212738,0.022241486,172.54177319030654,-35.72097576693649,1017.4055,-13.141182,0.5410834,1.2780064,451356.0036503071,2337.0652
16442680997316096,52.35541817066144,11.702936905966942,30.046,2.4701777,12.017685,70.763725,0.03627606,-47.083817,0.028446268,172.79806782019745,-35.45123065837553,902.2947,-2.7151349,0.59472376,1.5504998,293678.7903502095,1430.0966
16893004023863424,49.12567229711738,10.911123744425405,31.557682,2.9900932,14.294165,-29.151493,0.0352441,-45.15136,0.030858057,170.5813264079385,-38.19162931925686,886.2104,-3.9366922,2.4670458,1.4351394,36081.19269374629,1513.4756
16893004023863552,49.12503652001586,10.910214991672415,31.64071,2.9942312,14.140112,-35.348206,0.02933967,-45.69723,0.025484692,170.58151114038947,-38.192722243249136,1081.9056,-0.6232487,2.645007,1.3929406,41581.69023421412,1758.527
17083597492589440,50.04287024034313,11.9588409780312,33.2879,3.4005737,14.947232,213.9168,0.05239273,-48.10369,0.040951803,170.53578032822978,-36.81156905313244,674.543,22.52861,6.7728605,1.0976082,19772.144226173263,1346.704
17285873272440192,48.66370048106502,12.268846955909742,20.381615,1.1478968,9.681743,148.55463,0.021613412,-34.818928,0.01909447,169.01263476498752,-37.47517748756883,942.8588,34.60979,0.21202931,1.1070623,2524931.097057377,4746.408
17900495976985728,50.63631811855708,13.608248620644932,20.656343,3.4621754,16.348785,185.5928,0.092682175,-31.555351,0.078699045,169.7021534790464,-35.198882761528175,213.94865,,,1.04792,5437.912479256665,818.8554
17919668711041664,51.127760253774156,13.83846054204906,21.415758,2.7811737,14.311394,243.279,0.027551603,-37.425945,0.021124696,169.94730111914825,-34.7084248227742,966.7953,36.600376,5.76023,1.1111869,35513.15446719724,1776.567
18211043587721088,40.358221140292535,5.988191372641447,22.57527,1.602047,9.809756,79.069954,0.023568582,-56.701927,0.020134391,165.77772159917006,-47.52403290973008,1044.3389,6.4720025,0.36450276,1.1569407,2244111.426358839,274.02197
18262823713408000,40.06560266213229,6.1119446455306585,25.48315,0.54903126,6.1548142,49.26341,0.06113633,-1.217621,0.037253223,165.32354938981277,-47.60193114201032,516.52814,19.440514,0.19887607,1.3797305,65016110.11466703,2688.0537
18297114731960704,38.642689917872545,5.443747296662264,23.736513,1.1591845,9.517746,-289.81747,0.019527255,-575.8604,0.015428254,164.21526459729435,-48.982886810534275,1591.257,-77.323715,0.3172676,1.022735,2936623.5788338874,6429.339
18476575645855872,39.6167320470616,6.402044344682788,20.154861,2.4867983,13.033098,267.4277,0.019184759,-33.20671,0.015809372,164.53568621127968,-47.63694516107536,1123.9279,58.46602,0.94358736,1.1733248,115267.70217678284,1833.9852
18478946467801088,39.762451796848474,6.474317643979599,25.548532,2.9251919,14.222479,267.6588,0.026213523,120.90808,0.023720846,164.64434901652646,-47.49267197909225,1110.0803,15.428528,3.297047,1.1306175,38543.85218302802,1434.97
18510969743939072,39.12961373689601,6.453696722595592,20.681665,2.408618,13.825805,85.08989,0.027943956,-122.1859,0.019557316,163.90942609609107,-47.88135743240125,1123.9257,79.815,2.8900995,1.0800791,55542.43929403916,1879.9274
18565464288396416,39.07167733324421,6.8780898981735605,138.43709,2.8553162,10.333128,1801.6715,0.043110535,1450.4869,0.037766326,163.47096597921956,-47.57082287105088,3297.2322,26.102678,0.28276944,1.8051597,1385783.595640843,1497.667
18576867426893696,39.3652304617761,7.127480967858612,22.688608,2.2856855,12.752853,-72.26052,0.027984576,-147.58273,0.022836164,163.60544137736193,-47.19826631727727,1014.42993,-25.762548,0.8425806,1.5586615,149212.56463215794,2038.0569
18614839233014784,41.21300710054574,6.380928560222382,25.222897,2.6945143,13.750706,-10.221766,0.033597413,-273.3211,0.023318468,166.41145422350203,-46.693134402170955,1125.0754,-55.83212,1.2660956,1.2548501,59520.22265950854,1678.3444
18973108224425856,40.07804403528668,7.462822075752923,29.904263,3.5962772,19.229486,91.37793,0.34349462,171.4842,0.33436865,164.15336059414116,-46.511262301178334,89.914505,,,1.0875311,382.9592011825347,274.85672
18986817760556416,39.82435828918509,7.470816071340625,50.051067,2.8842459,12.859632,480.35394,0.0300554,-137.5985,0.026521113,163.85093988372515,-46.65313846317187,1790.3984,0.54331875,0.7027512,1.104966,135236.53248407968,1275.3257
19231390378295296,37.551560865194354,6.587266763375225,23.164804,3.418353,16.014614,239.49426,0.06572129,48.912273,0.060610484,161.866923292512,-48.674108508268354,355.38986,,,1.1137286,7397.778386065942,1144.5586
19316224572460416,39.02838450657828,6.8933391075785275,138.34,1.1986432,5.4983196,1778.5854,0.4300584,1477.3062,0.24807107,163.40600566235537,-47.583452080672224,435.39563,25.208157,0.1449657,7.2789974,119019716.79778089,1274.3495
19523203341631104,36.804680128577836,7.277781994179491,38.411854,3.7185192,14.941331,-137.44865,0.38343972,-9.660413,0.33801264,160.35526055717244,-48.510180925363414,109.859695,-43.680573,4.295967,8.691292,19879.909387625357,662.18805
19625187339798144,38.26989954717514,7.828053627432151,32.613216,2.2041826,11.100038,210.54625,0.13204356,-95.60766,0.12565048,161.7038463123083,-47.24740027949475,300.4896,43.780415,0.5040757,6.056539,683804.0322190184,2028.2115
19693180966870656,37.81316173154888,8.171906589440601,25.701809,0.7755852,17.16822,312.5608,0.1071141,-302.71228,0.09152757,160.86857146715835,-47.21421901934652,257.08508,,,1.0012237,2556.577147366689,1161.955
19693185261940096,37.815433937808216,8.16605255326753,25.798573,3.4882689,15.740927,307.65887,0.06121807,-303.01703,0.052186117,160.8760952266788,-47.217853871829824,477.44403,,,1.1068248,9518.661490552304,884.65424
19697033552145920,38.02548457523832,8.207440154804724,23.473083,4.4372883,17.698175,171.41283,0.20307392,12.010404,0.1643468,161.09679796492404,-47.068171155208965,123.96792,,,1.1607381,1569.1933753861786,583.0356
19704111658844800,39.410766674068064,7.25371182830886,22.58392,2.5305653,13.881737,-72.01179,0.023683159,-146.98001,0.018209597,163.55091076196567,-47.06942867158943,1254.3969,-27.274046,1.9637094,1.1380982,52753.582913617654,2251.904
19720226376127488,39.49303953475792,7.578023751308275,26.161873,2.9144268,14.385919,218.06702,0.040994372,30.689548,0.026452288,163.3710325980909,-46.758403937466376,982.6798,36.057854,3.20744,1.16331,33157.31029895774,1311.5295
19905219207554816,40.26048112063711,8.496730166022273,29.220749,2.7557411,13.816709,11.073749,0.026656346,-289.46606,0.025226826,163.48761610827722,-45.56889060837806,1222.5449,-12.995833,1.7001365,1.4594002,56009.709202978775,1732.1661
19971739661002624,39.82546584960793,8.640229864649195,25.745367,2.7781239,14.795586,-276.27728,0.033255544,47.92951,0.030384196,162.86777634859448,-45.7022763721076,764.2348,-41.96899,4.275853,1.1218388,22735.926495278567,1622.9363
20143916309954432,39.237847754601844,8.608222829682413,20.038397,2.7556334,14.78098,452.14255,0.038413778,114.54223,0.030506743,162.2106966377638,-46.06189869749351,576.17566,127.28482,3.3985262,1.1677212,23043.822963293438,1560.0743
20229094100767744,38.996305469774406,9.16390223414866,23.556963,2.571455,13.572958,293.66922,0.065676376,-99.8873,0.08106446,161.4761468366864,-45.73874270837477,483.8317,10.944607,2.723951,2.3639643,70107.36330265981,811.5207
20229094101354368,38.99669309164649,9.163790846505155,23.483715,2.519518,13.55573,291.19363,0.10219678,-109.362274,0.109505415,161.47669010279952,-45.738619896844824,247.5136,8.643272,2.725182,2.2268786,71228.66522213371,773.459
20284310200430464,42.01088294765116,7.395464724794982,21.554329,3.3802166,18.964172,70.86251,0.40782166,-332.59256,0.36059654,166.40807316489943,-45.40600195121058,60.410114,,,1.0210024,488.9648955954525,255.44989
20484382662003968,42.53054336745423,8.296304511543571,26.315264,1.3047676,17.975254,206.20471,0.14971793,-420.13763,0.1269044,166.19546150683976,-44.379436241966786,188.55708,,,0.9350918,1215.7523218605345,658.2727
