designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 128685947561889920,128685947561889920,41.981971782825134,28.712330296542888,34.85852132597003,-164.75112241725753,11.868782180830053,1.221362,10.425658,1.8405962,1.6133752,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3816.9045,4.5827,-0.6641,28.7502,6.0E-4,4.0E-4,2.0E-4
Gaia DR3 129281303048006656,129281303048006656,42.703014113841974,30.003743539444113,20.040251356065564,53.01064801153359,-1.6626796523786376,0.97077787,15.7044325,3.1940136,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 131926865459860096,131926865459860096,36.155175080283506,30.000555964826134,23.04872391843966,25.537488434708695,-39.494624593748604,1.386073,12.555228,2.4429169,-11.256257,NOT_AVAILABLE,0,true,true,true,false,false,false,true,3220.1328,4.1501,-0.7384,43.0236,0.0748,0.049,0.03
Gaia DR3 133116227803380224,133116227803380224,40.20935559618285,31.715254804164868,30.244813974689695,-147.99133228944245,-95.23305362646167,0.9379834,16.012522,0.4993353,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 135603181371425920,135603181371425920,44.738655199555964,31.88630475047911,27.849431919475204,95.49096305988672,-351.958721747289,1.537197,12.741685,2.4063501,0.8299525,NOT_AVAILABLE,0,false,false,true,false,false,true,true,3411.2192,4.878,-0.1568,35.6137,0.001,6.0E-4,4.0E-4
Gaia DR3 136838658779723648,136838658779723648,45.35896062279769,33.3525421491362,23.0328484084747,44.33874254800078,-196.1217467383533,10.352058,10.917256,1.8798838,-4.198542,NOT_AVAILABLE,3,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 137710464124845312,137710464124845312,47.495225873433185,34.52137450881288,21.082538141907097,-21.334043353565093,-6.503852047902778,1.373694,12.5037985,2.2428045,3.9491127,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 139844448691710464,139844448691710464,42.433780585398466,34.27063055679159,32.36476029384598,219.12476366676245,-127.10490605631006,1.3598342,15.400995,3.5899277,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 140483501170146560,140483501170146560,42.84065015153284,35.37254013619559,21.40212490816866,95.87473575502453,-77.53875579532418,1.056735,19.312521,3.9611225,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 141963104517995008,141963104517995008,44.79766936905535,36.60990723331375,43.159477110826515,587.8336854131963,-265.155691924043,1.6113901,11.895374,2.619444,16.931383,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 144320835407891840,144320835407891840,68.59937755743383,20.881762697523882,30.648414328450194,22.42645590864405,-220.8467377053274,1.1380262,14.250685,3.1404,-16.936625,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3061.5806,4.9763,-9.0E-4,32.2974,0.0012,7.0E-4,5.0E-4
Gaia DR3 145227760700173568,145227760700173568,68.82173637148654,23.044882719940937,22.21858583672443,-12.0843229526897,-65.60977139390938,0.8739418,8.699103,0.9461355,33.710075,VARIABLE,0,true,true,false,true,false,true,true,5319.953,4.4914,-0.0934,44.622,0.001,8.0E-4,4.0E-4
Gaia DR3 145429108768875008,145429108768875008,67.3706945730484,21.99002966934505,22.99772762057586,38.012779135921,-90.7882790787323,1.0301228,16.47273,0.2847538,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 145484634106814592,145484634106814592,66.35476960697082,22.199791471312718,22.017740203586687,112.37063071226237,-46.639004905218364,1.3905345,5.224731,0.35477066,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,7491.453,3.9462,-0.3273,45.7657,1.0E-4,1.0E-4,0.0
Gaia DR3 1268325318000128,1268325318000128,44.31282192447543,1.8869345636069161,20.88488339874121,107.80865770969899,-95.05046236752526,1.7452964,8.011133,0.76951456,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 11064763467877504,11064763467877504,49.67450510184593,8.465940167024172,24.365062053691187,-238.61627040657967,-180.83591976248547,0.9996473,18.01309,4.356125,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 12828899810152704,12828899810152704,51.90921746043886,9.934801854169415,23.34230882798301,78.0482567734464,-24.132428947154963,1.6643816,10.562929,1.4336224,-4.1120453,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 13000080026782464,13000080026782464,53.97259331296702,10.285484282191481,48.66139243115562,176.07923235163065,-84.2441323427721,1.3557948,13.587292,2.9871683,12.515399,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3000.5178,4.7705,-0.5982,20.5029,1.0E-4,1.0E-4,0.0
Gaia DR3 15647768450759296,15647768450759296,47.628906398758666,11.202487238656047,22.153844701635872,109.9627934298439,-371.57228921954953,0.9906652,17.760132,4.3545094,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 21859669845327488,21859669845327488,41.236830226139006,10.113961719979088,37.5923954771885,278.64066947215184,-41.22217069212974,1.3437456,4.1537447,0.44148636,29.530758,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 37175179626858240,37175179626858240,54.819589431806726,11.100313974296935,20.174223178955202,-33.367879222011815,-89.95782397701014,1.0976729,17.474182,4.335432,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 37637077589965184,37637077589965184,55.08506858036133,12.714034910775869,20.970368767105636,32.216457546151496,-118.26052020919832,1.1082424,12.653177,2.1869326,6.0114303,NOT_AVAILABLE,0,false,false,true,false,false,false,true,,,,,,,
Gaia DR3 39163474607448192,39163474607448192,60.248464510952175,14.345864861471355,21.969577865703958,128.23816554333953,-14.906157104815103,15.231374,13.77109,2.9686556,,NOT_AVAILABLE,1,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 39612036694609152,39612036694609152,58.834798365315095,14.658132846761852,26.988660185120033,157.2082631406756,-20.815476680038543,1.3061082,18.28403,4.359871,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 43615122310787840,43615122310787840,58.292528140211544,17.32695470319336,23.1939200794336,143.69607742243576,-29.396421474839528,0.8862785,5.883992,0.47681618,32.325203,NOT_AVAILABLE,0,false,false,false,false,false,true,true,6873.848,4.0645,-0.4216,43.0806,0.0,0.0,0.0
Gaia DR3 43802039287826432,43802039287826432,57.59622684276635,17.4752524415781,21.47188045529033,113.43301136847268,-251.10065136712262,0.9691066,7.3485003,0.8125124,-9.490767,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5664.091,4.0912,-0.1449,46.6796,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 45142202225729024,45142202225729024,61.92482687442684,15.161948875309532,23.04580238962814,133.1745401249595,-17.657187402092607,1.4231122,8.682107,1.0345349,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 45506454107945344,45506454107945344,62.488758335106276,16.378135277327907,28.768977053546553,158.47749940965812,-29.236793209081643,1.1411465,15.524658,3.501999,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 46380840731065984,46380840731065984,60.80072071348199,16.870648112387006,27.260621058031155,-11.946804751245644,7.145184913140931,1.2472597,13.504987,2.6488457,-2.218929,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3280.231,4.9541,-0.1208,36.3232,7.0E-4,4.0E-4,3.0E-4
Gaia DR3 46573805021304704,46573805021304704,59.64804358312967,17.336853670723798,23.62517112103044,131.9492974636909,-49.94478395828243,1.3283294,13.665395,2.6033335,-13.40577,NOT_AVAILABLE,0,false,false,true,false,false,false,true,3217.445,4.6636,-0.4077,42.3763,0.0135,0.0087,0.0055
Gaia DR3 47485609397541632,47485609397541632,65.66541825180812,18.269179460705352,24.013842432491053,123.99441660194366,-34.00012525988708,1.8668112,12.078186,2.2556143,38.814373,VARIABLE,0,true,true,true,true,false,false,true,,,,,,,
Gaia DR3 47869373315376000,47869373315376000,65.95084403856436,18.470189281114568,20.290304385630403,42.05354004021702,-0.9466050166912321,0.9986178,16.783115,3.553893,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 47948469433052800,47948469433052800,65.78659871167118,18.927314811144104,25.908844917029448,176.0153138924227,-103.65910496915407,1.1116084,13.71307,2.424283,37.157547,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 50667699128858624,50667699128858624,57.74000011535287,18.301701201603336,27.120988582096572,179.41602437424106,-37.581338817269696,1.3486853,17.209633,4.453107,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 51534045572176896,51534045572176896,58.087267167068156,20.477954213318835,23.680355576859142,147.921790199027,-36.304057595042266,1.0642664,16.474619,3.740409,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 53112944270520832,53112944270520832,61.33523408583346,22.008324337407693,59.472793108702625,172.21245290662395,-130.6089579128826,0.947341,5.756682,0.8038416,23.891306,VARIABLE,0,false,false,false,true,false,true,true,5750.9917,4.4057,-0.1359,16.7968,0.0,0.0,0.0
Gaia DR3 57406365376348928,57406365376348928,54.780589645339255,20.42390953865461,27.971987717883657,186.1633186283226,-39.090922321398686,1.1471001,13.60348,2.9184046,35.78831,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3000.182,4.3177,-0.6082,35.789,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 57680109412530944,57680109412530944,52.970517523613964,19.818184286278516,20.11562498845623,37.30494658491118,-41.467764478397015,1.2206125,14.927282,2.7416134,54.91031,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 58794735027901824,58794735027901824,48.51981621844715,18.302760332449328,24.44001524849579,-18.88859367476282,-225.9916053287256,6.789269,7.9681816,0.80482674,-16.46654,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5652.588,4.424,-0.7233,40.6412,0.0,0.0,0.0
Gaia DR3 60244789002681088,60244789002681088,47.95107916415871,19.669808808222836,37.510375156844354,208.33846901883663,-235.92051639668125,1.5997051,10.487918,1.9649076,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 65829792677145344,65829792677145344,58.691130905257694,24.27252217695994,74.98865311008939,-293.33809684449193,-221.46381033206632,1.4243345,14.368261,3.9877853,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 68640281834136832,68640281834136832,54.58115467541029,25.521600291166717,23.956430450871117,67.76390346626603,102.34802321874352,3.3093438,14.582948,2.9817848,15.280607,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 69895855395562624,69895855395562624,55.73641057489146,25.26441475393967,27.952703866152138,470.7657207056193,-58.910372496844566,1.0423255,14.461738,2.871171,103.574646,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3136.7954,4.8621,-0.6603,35.5713,2.0E-4,1.0E-4,1.0E-4
Gaia DR3 71391363007943552,71391363007943552,55.276978788189915,27.72559752643134,23.0521560832316,17.478659300690715,-267.4870699617272,1.2038244,13.449196,2.671833,-1.4122049,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 71620027066781952,71620027066781952,56.1636186520568,28.228665284259186,22.347767047403785,-8.755911253225712,-47.34930064050071,1.181768,14.214477,2.559864,-40.02124,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 83098722301067776,83098722301067776,39.006172399318885,18.339089196718646,21.356113724681908,64.45512179935167,31.021340215019073,1.2853731,13.679929,2.5906687,-7.274025,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3106.3965,4.2454,-0.8176,46.7918,0.0026,0.0017,0.001
Gaia DR3 87648226538760064,87648226538760064,35.95406002920468,20.929514693429734,25.986208610226658,14.40031400179467,-478.55732556040607,1.0317816,18.16353,1.3500385,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 92331802475693952,92331802475693952,30.87687874075777,17.190169586169493,20.376294857003163,-34.5057778470672,-162.53446301178047,1.2957002,13.677108,2.55725,-11.331654,NOT_AVAILABLE,0,false,false,false,false,false,false,true,3122.3328,4.2386,-0.8119,49.0914,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 94505021567749248,94505021567749248,31.26301857326454,21.663312497995623,20.73954275088019,7.014701457778607,-109.65833574186757,1.0256096,13.025187,2.360013,-50.933487,VARIABLE,0,false,false,true,true,false,false,true,3250.4363,4.2857,-0.7281,48.4497,4.0E-4,2.0E-4,1.0E-4
Gaia DR3 96331172942614528,96331172942614528,25.62258568627586,20.26551918225611,130.823369060264,-300.73691840079994,-673.5388952717276,1.2618266,4.99968,1.0224853,-33.697662,NOT_AVAILABLE,0,false,false,false,false,false,true,false,5092.744,4.4769,-0.307,7.6485,0.0,0.0,0.0
Gaia DR3 99742747074200192,99742747074200192,34.88500833339608,21.555111862215565,20.888741929802926,118.93636340389799,-1.815510233962531,1.1065334,12.908228,2.4383678,8.491616,NOT_AVAILABLE,0,false,false,false,false,false,false,true,3205.6396,4.1534,-0.7684,48.0665,0.001,6.0E-4,4.0E-4
Gaia DR3 103057297886826112,103057297886826112,36.992019770276634,25.0478345276189,23.42140609348002,-153.07678900975313,-29.374196153096907,1.3125014,13.402557,2.4086552,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3301.6707,4.4099,-1.0764,42.9508,0.0301,0.0198,0.0125
Gaia DR3 106983275952405760,106983275952405760,32.15406391016207,26.287043310551883,24.47126989502526,-98.3712198141746,-34.48097373852657,1.4573346,14.518836,2.9716282,13.316567,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3117.614,4.9921,-0.017,40.5944,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 107175480033033472,107175480033033472,32.797696242480114,27.125955542235296,32.609825412922966,171.11117496238506,-58.86932339025472,1.5133283,11.948484,2.3759155,-13.899634,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3226.691,4.1476,-0.859,30.7938,4.0E-4,3.0E-4,2.0E-4
Gaia DR3 108421402801188864,108421402801188864,44.5268916381835,20.667035982606627,30.6476979498041,238.4749969910161,-24.39486710916456,1.4642255,13.457272,2.7652264,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 110348743606461312,110348743606461312,47.98613115458052,22.302133993566706,31.11019676507109,228.59308356870753,-42.36953765436694,1.1288247,14.929986,3.3156586,26.32077,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3005.8562,5.0751,-0.1637,32.2761,1.0E-4,1.0E-4,1.0E-4
Gaia DR3 110475771559046912,110475771559046912,47.69399439442972,23.147543871327592,29.42770992215192,216.88888190860493,-59.83943716509603,1.3417577,13.324357,2.7549934,29.56635,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 112069444946150912,112069444946150912,48.19684512102596,25.17435581890046,20.788760230156207,17.978212667093075,24.49219651948843,0.9605721,15.879042,3.294939,-60.23926,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3014.327,5.0731,-0.2951,48.6383,0.003,0.0018,0.0013
Gaia DR3 112440873718983680,112440873718983680,47.10557817954636,26.327257391768505,25.870743538348638,-209.74214717505498,-829.6480210723437,1.0054765,7.904065,0.689538,-140.18689,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 117911562539967488,117911562539967488,52.72446678455113,27.60085067206794,20.65790489623051,-60.90142536964175,208.23888942776256,0.9617063,17.340452,0.7069893,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 120116560093745152,120116560093745152,55.76479172978785,30.189376988786076,20.047717829317296,176.03321487799826,-153.42659225066916,1.1174992,8.374043,0.824213,48.578808,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5640.189,4.3972,-0.2261,49.6474,2.0E-4,1.0E-4,1.0E-4
Gaia DR3 122518310101463808,122518310101463808,48.052514381891186,29.858632366644773,27.38224255951398,-21.24208055305096,-83.72216591739576,10.51095,10.470975,1.73909,-20.549881,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 130938267066740864,130938267066740864,36.42022818299731,28.765922883320826,29.770340826589237,177.8569386458376,-95.654554441697,2.00938,13.27735,2.8672543,-1.0733598,NOT_AVAILABLE,0,false,false,true,false,false,true,true,3166.6433,4.7838,-0.016,33.4166,0.0013,8.0E-4,6.0E-4
Gaia DR3 132407558199599232,132407558199599232,36.56290320983984,31.028489489039373,34.323059383457576,187.04428208582692,-265.3667584873484,1.6656955,12.212217,2.412508,-53.75599,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3221.3032,4.32,-0.7474,29.1967,4.0E-4,3.0E-4,2.0E-4
Gaia DR3 140499654543450880,140499654543450880,43.25801041002586,35.636250976516564,20.612967572279647,336.75221001790794,-188.2936310432978,2.8140543,8.155919,0.97379637,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,5195.735,4.3027,-0.1928,48.2607,1.0E-4,0.0,0.0
Gaia DR3 144833998098820992,144833998098820992,69.68131449942413,21.737114106920153,23.126591291194593,106.12618019048706,-48.854599530910605,0.9996131,15.108836,3.1361666,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3063.324,5.0342,-0.0954,43.1674,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 145426188188858880,145426188188858880,67.30263756621837,21.915593633889824,22.752666439704388,44.21664513749139,-170.7619542925475,1.588175,14.232731,2.7472696,13.876664,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 147506979585516800,147506979585516800,69.0066741952207,23.642099670668525,21.653358919063827,249.74151701482424,-158.52907581629935,1.1568657,15.715212,3.3749714,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 4061462809542400,4061462809542400,47.90070740667656,5.726777321370225,22.91684116388146,146.41990612125258,-208.56695279090718,1.1718537,14.365818,2.7285423,16.762396,NOT_AVAILABLE,0,false,false,false,false,false,false,true,3230.6062,4.9668,-0.239,43.2886,0.0125,0.0079,0.0053
Gaia DR3 5837071009282816,5837071009282816,41.784416283990545,4.935493885151825,32.60984021704157,-170.18592023139868,-665.8605889870663,1.1938249,15.61984,3.5418634,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 14163878724940672,14163878724940672,48.698581142606784,8.97899582038987,43.26493093675096,400.57870085431244,-404.42541581450416,1.126786,7.5868115,1.0472512,-16.725706,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 15141997396965888,15141997396965888,46.309441367963025,10.222461408081386,32.825225307293486,311.57742326129926,-91.36392774672875,1.4103011,12.9723215,2.6979542,-8.730685,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 16386404041502592,16386404041502592,52.14680668997127,11.49883134759245,56.05904876495192,542.1736662310108,256.9313211550528,0.90899175,16.841425,5.100911,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 16893004023863424,16893004023863424,49.12567229711738,10.911123744425405,31.557681661422997,-29.15149278812264,-45.151360036271875,1.4351394,14.294165,2.9900932,-3.9366922,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3114.67,5.0434,-0.1842,31.5194,0.0,0.0,0.0
Gaia DR3 18986817760556416,18986817760556416,39.82435828918509,7.470816071340625,50.051067130892186,480.3539295525312,-137.59848988223425,1.104966,12.859632,2.8842459,0.54331875,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3002.5479,4.4773,-0.6704,20.0642,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 19720226376127488,19720226376127488,39.49303953475792,7.578023751308275,26.16187375074662,218.0670092615814,30.689548794006424,1.16331,14.385919,2.9144268,36.057854,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3152.2905,5.0088,-0.1193,38.4288,0.0021,0.0013,9.0E-4
Gaia DR3 22561123904108672,22561123904108672,36.88950047505341,7.711231791783696,28.03961216789344,100.56520204079847,-188.45092496543367,1.3997817,9.541374,1.2554035,48.75084,NOT_AVAILABLE,0,false,false,false,false,false,false,true,4667.0156,4.6635,-0.1524,35.436,0.0023,0.0018,9.0E-4
Gaia DR3 22707874346819712,22707874346819712,37.76535152334981,8.381613580900424,27.771573257159556,374.861989733958,-85.6870843836441,1.0701525,10.325212,1.6618462,12.123357,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 27998037104949248,27998037104949248,45.69487584281471,12.354090876047179,21.82213768936407,193.40620839922036,14.915203096458495,1.2404206,9.832321,1.3127861,25.086208,NOT_AVAILABLE,0,false,false,false,false,false,false,true,4452.427,4.4785,-0.4687,46.1577,0.0041,0.0031,0.0016
Gaia DR3 30836976127809024,30836976127809024,46.57027988352662,14.810858764330614,27.818870571815804,-107.81536430672452,-147.66826583645818,0.8400662,13.224575,2.694048,17.106236,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 33496621740574720,33496621740574720,41.436235509928835,15.141044943269193,20.422688606963913,-62.04064698681317,-160.23856617394324,1.230099,14.118998,2.8031378,-34.195377,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3023.9565,4.2689,-0.6901,49.174,0.0011,7.0E-4,5.0E-4
Gaia DR3 33728382471118720,33728382471118720,41.7418294131562,16.378508384916397,22.178178999934193,59.784399006495605,-22.350179058751536,1.0261973,15.6097145,0.07506466,,VARIABLE,0,true,false,false,true,false,false,false,,,,,,,
Gaia DR3 33732162042339072,33732162042339072,41.64079022240677,16.416972047012635,71.60475602761157,-831.5331881851774,-569.0246394430965,1.332122,14.552517,4.0725117,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 34772746719056128,34772746719056128,46.610143982380144,17.22470030680781,27.42513813732074,204.32692581182317,-21.371449965232184,1.5046325,13.97221,2.9359264,28.722982,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 36685828234108032,36685828234108032,57.028474205099016,11.436806823220321,30.955760426080495,165.65283451023197,-345.6717173340565,1.2770756,16.548838,4.2676783,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 39696806466157568,39696806466157568,57.14165814991516,14.035136360162616,24.262837929636685,312.33100392916316,22.650068322773627,1.5611575,14.523707,3.0374107,-22.784004,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3115.547,4.9898,-3.0E-4,40.5436,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 43335537119385216,43335537119385216,55.93925502483873,16.66589025058141,58.0275673632229,156.2768819919176,-310.11156313821385,0.8883366,9.925129,2.1324425,33.863644,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3557.9429,4.4485,-0.7706,17.1679,0.0011,7.0E-4,4.0E-4
Gaia DR3 43499295630701824,43499295630701824,58.61691335079474,16.614799363351185,48.905722533483285,209.73925764402873,-194.28509493501372,1.0812001,10.428123,2.0413122,17.773632,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 44427627043191168,44427627043191168,54.370481917519896,17.654423855967902,21.892853869949036,278.0666030303166,-101.8948186712997,1.3064841,14.372071,2.9391165,5.1968393,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3000.7764,4.3967,-0.6078,45.9683,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 46994986693280512,46994986693280512,62.32362671471745,18.56519103703514,20.864354331736003,153.18677849745347,-112.0777796324158,1.2210451,15.743759,3.3718853,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 47319858019739264,47319858019739264,64.59216618931373,17.421415275740294,23.75216110123486,104.46378466217516,-50.56775473662315,10.326841,9.66315,1.3945608,39.021423,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 47804394753757056,47804394753757056,64.05523411212916,18.884362336982484,21.82751181449805,120.62002935161104,-32.148453163407744,1.0755994,11.203266,1.8475933,38.42161,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 48026706558487040,48026706558487040,67.15467370962931,19.180273317307044,22.36535445562801,107.5257715587816,-36.20007001971977,2.4488063,3.2804532,1.2369773,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4724.67,2.11,-0.8923,45.7471,1.0E-4,1.0E-4,0.0
Gaia DR3 49341619383660288,49341619383660288,63.88632392967513,20.80751668882022,23.128765444201974,125.75807394107,-41.473405803953696,0.91858184,16.028763,3.438715,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 62948174562104448,62948174562104448,51.0280437196422,23.784500785206472,48.2704308044265,215.04840612087486,-119.9228962148739,1.3748872,9.95505,2.0639954,,VARIABLE,0,false,false,false,true,false,false,true,,,,,,,
Gaia DR3 67623748976014720,67623748976014720,53.73523219967142,22.925908126088064,21.973773633773433,-8.856793448516072,-184.59141335803236,1.0328748,16.877954,3.7698946,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 72113570347336448,72113570347336448,34.06794174804239,10.217774561237675,20.015895790767676,-150.23633185027728,-372.07533184054626,1.3328961,15.109287,2.8742104,-22.32169,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 73019941593200000,73019941593200000,34.653143885116606,12.315545876300732,33.42900976562225,154.80512723534116,-102.41033964216119,1.4150017,11.356905,2.3131838,26.387508,NOT_AVAILABLE,0,false,false,true,false,false,false,true,3373.6128,4.3746,-0.4492,30.0727,0.006,0.004,0.0024
Gaia DR3 74685087526531456,74685087526531456,35.260316764116034,13.288304643409083,24.776220753220045,12.724034371034607,-27.24586722535774,3.7950397,12.659752,2.535449,6.264818,NOT_AVAILABLE,1,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 81404237443656448,81404237443656448,38.821730695829544,15.723584195381497,25.79722199691919,371.00779990053223,-415.3813303821088,0.9480834,16.357025,3.8834639,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 83041066660131072,83041066660131072,38.55501103401772,17.759722873210983,31.356448106337375,669.1447582872565,-969.489900599875,1.14286,13.959662,2.3153868,-26.304993,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3221.464,4.7586,-1.0458,32.0501,0.0011,8.0E-4,4.0E-4
Gaia DR3 83065217260472320,83065217260472320,38.71585403593086,18.061404213505583,21.572658950441305,112.86676430880117,-46.17969729792089,1.3642117,11.885676,2.1407795,31.619677,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 83973177642413056,83973177642413056,42.96704873670054,18.838603772324795,35.8475552020842,43.30862763619642,-183.0610204602126,1.5532308,12.446519,2.626193,45.938744,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3091.3135,4.1875,-0.7829,28.1459,0.0023,0.0015,9.0E-4
Gaia DR3 86511572033828480,86511572033828480,36.88120918932049,19.589804715415386,43.192886652191795,181.4349065864128,-149.84511314607138,1.3953737,14.508734,3.3686533,-8.361708,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
