designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
Gaia DR3 18297114731960704,18297114731960704,38.642689917872545,5.443747296662264,23.736514003276522,-289.8174631780495,-575.8604082136521,1.022735,9.517746,1.1591845,-77.323715,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 18476575645855872,18476575645855872,39.6167320470616,6.402044344682788,20.154862046404347,267.42770264776135,-33.206709637252075,1.1733248,13.033098,2.4867983,58.46602,NOT_AVAILABLE,0,true,true,true,false,false,false,true,3175.7083,4.1281,-0.7507,49.8029,0.0074,0.0048,0.003
Gaia DR3 27718417553968896,27718417553968896,46.38097415622665,11.830873616995575,31.638989651400973,177.58142645780245,-321.1254304247143,1.4243509,11.542588,2.3192024,28.040403,NOT_AVAILABLE,0,false,false,true,false,false,true,true,3249.8635,4.0486,-0.8233,31.7665,0.0015,0.001,6.0E-4
Gaia DR3 36590651757883392,36590651757883392,56.21444951459153,11.920570843472687,45.62613231989788,314.05604988317594,127.5366691856203,1.2142911,8.657178,1.4477472,83.683304,NOT_AVAILABLE,0,true,true,false,false,false,false,true,4406.5723,4.5998,0.2261,21.8802,0.0,0.0,0.0
Gaia DR3 38329666836450304,38329666836450304,59.560442195261466,12.62796900981299,21.947755212691174,129.70709549745908,-12.256301508950882,1.2253011,15.08387,3.2001438,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3046.6736,4.9824,0.0381,45.5675,0.0024,0.0014,0.001
Gaia DR3 40111081832057984,40111081832057984,59.775967913049506,15.179673071111276,36.271753646608175,-5.189364317380091,-140.13001283960486,1.7723794,12.181035,2.4457712,32.159657,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 42768945033709568,42768945033709568,53.374931560554835,16.597006758489762,20.46803082728475,-23.89137153001734,-95.60844607068903,1.0975139,15.290902,3.1856775,-0.77016157,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3053.7668,5.0112,-0.0017,48.9932,0.0024,0.0014,0.0011
Gaia DR3 45679386670867584,45679386670867584,63.09126859924505,16.250807566810202,28.239652822674763,153.64348543905552,-31.521833148892174,4.022593,12.669286,2.7810202,34.53119,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 45769546624484736,45769546624484736,64.05691179600716,16.796588846576263,20.590147840419927,109.61404156684675,-21.737954101547505,5.199493,15.543332,3.468278,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 47729215646206080,47729215646206080,64.46150286122511,18.475053544960033,21.64021425359963,113.17087381270306,-30.777138337767646,2.711683,12.703422,2.6998405,38.85883,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 47803952373768960,47803952373768960,64.01545924155742,18.85907582957696,20.81802907900175,112.99087732712965,-28.06927769236524,0.95159847,12.993462,2.5119476,38.49253,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 51013701693137920,51013701693137920,57.27144675463215,19.621389275900068,25.432546280165717,287.95592568256086,-293.5784048697018,1.3311821,14.4974375,2.9097328,56.096264,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3150.5396,5.0202,-0.1566,39.1074,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 54955450878005888,54955450878005888,51.59891627162479,17.15837306346648,27.450095224428104,88.54507269865445,-63.210777329060605,4.507825,13.323319,2.776101,27.308357,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 55247298199862912,55247298199862912,48.84528208916445,16.24205168203759,22.23336967262585,70.50125633624239,-44.275252660805464,1.0307584,17.502096,0.8262882,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 56858946024989952,56858946024989952,54.89643063011852,18.31348510345301,27.640731043208973,189.76093671000058,-193.68796244065754,2.1828609,11.767432,2.2194672,1.7388788,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 58061261990141696,58061261990141696,53.09859992609668,20.00130341677436,25.862073305098466,-70.17605357040682,-57.879750584499796,0.9692679,16.688923,3.9608421,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 64757356522247552,64757356522247552,56.07067941366925,22.259685952770557,21.41747782331228,-61.851001527945364,-155.85964788545036,1.0988841,14.631931,2.7200556,-7.98689,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3064.4292,4.5471,-0.7467,46.539,2.0E-4,2.0E-4,1.0E-4
Gaia DR3 69027275567598720,69027275567598720,51.760581977282,24.85109898438758,21.00905723346026,20.06251942737989,-128.02155316739731,1.2405938,12.585179,2.028614,9.128713,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 69232540645552512,69232540645552512,51.92358464228036,25.68269204959116,20.757628946842477,44.60133993164898,76.58031675532764,1.0932257,15.800287,2.9972315,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3107.2476,5.1366,-0.6184,47.0529,2.0E-4,1.0E-4,1.0E-4
Gaia DR3 70412316624566272,70412316624566272,58.024015268077314,26.560824489695722,31.895794365814698,-61.55971051016584,-92.07251184855257,2.0988698,13.293111,2.71453,16.864641,NOT_AVAILABLE,1,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 70813844527285632,70813844527285632,57.400211314615575,27.61661650407818,20.824940109904396,2.578228984069405,-101.46278950919995,1.5131528,11.225569,1.742445,30.70847,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,
Gaia DR3 73113198215612160,73113198215612160,34.786893933253985,12.352605672332896,20.345204807282297,146.91722502078545,-32.785692739600236,1.2608805,14.010109,2.6616154,1.6095963,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 74008612997555840,74008612997555840,34.615374451579044,13.609610434850016,20.958658561131568,141.98946039565328,-203.68912593855288,1.0940883,15.33813,3.25416,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3027.39,5.0094,0.0368,48.1603,0.0011,7.0E-4,5.0E-4
Gaia DR3 77631946192345088,77631946192345088,32.052029654157735,15.145169303329723,38.22723696402016,260.61491714521884,11.935747965428439,1.6087948,13.192007,3.1077757,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3052.4443,4.7518,-0.0025,26.0185,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 81257379626498944,81257379626498944,40.60381211472759,15.789449577339184,21.81202734461328,115.24652279107343,9.717774734479502,1.0744326,14.619333,2.6069736,-14.114709,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 82126818445886848,82126818445886848,40.35209664039366,17.479014241003664,25.715347151103447,157.58383013059893,-9.247684128079976,1.3996547,12.177283,2.2957258,3.7185614,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3272.301,4.1503,-0.8267,38.9016,0.0,0.0,0.0
Gaia DR3 89618276497938304,89618276497938304,39.39709537836628,22.840772391299275,26.671981088532,111.06469249846913,-177.52756577805988,1.2985421,12.961257,2.5818348,11.3917,NOT_AVAILABLE,0,false,false,true,false,false,false,true,,,,,,,
Gaia DR3 106889061549798784,106889061549798784,35.47300197736629,28.187020081834703,22.871266287242104,131.7705146243427,-72.21109667283679,1.5188292,14.140624,2.950941,-7.1123443,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 107094769007957888,107094769007957888,32.45645871701595,27.05571952924864,22.71362103746269,-25.173491057135628,-138.7917050094354,1.0618961,19.11741,3.0535583,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 108378968524642176,108378968524642176,44.562074119902796,20.379500587639697,23.320405313399085,226.41981470316097,-173.36392023012792,1.2664737,14.522074,2.69835,30.737497,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3069.4565,4.5666,-0.7829,42.6967,4.0E-4,3.0E-4,2.0E-4
Gaia DR3 109247788869176448,109247788869176448,43.94116394839944,21.105424449429332,20.09053542821125,220.5634550927958,-130.0813647047848,1.054582,17.359905,0.7276249,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 111774191712070144,111774191712070144,45.804848771276156,24.391606287906797,28.759565413620965,-122.94972851406021,-67.81160012029547,1.3466883,13.3317795,2.5437632,-3.9088492,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3217.975,4.3908,-1.1053,34.7826,0.0067,0.0043,0.0028
Gaia DR3 117709729140217216,117709729140217216,52.20764798129931,26.48616945277209,65.13193983564408,225.8988634084229,-133.00423730946244,1.4762088,12.137731,2.765005,0.12222812,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3031.3464,4.4247,-0.8043,15.3649,0.0,0.0,0.0
Gaia DR3 124843738541698944,124843738541698944,52.27771061093147,33.06962211611054,25.687633984155696,69.45207417166422,15.11738062884333,0.9945319,17.617891,4.2314224,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 125343573948444800,125343573948444800,48.262616729174624,32.8961737977185,25.340388375264627,184.58228121088572,-61.81497500708997,0.84019625,7.978365,0.8844762,27.104969,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5507.4077,4.4522,0.1364,39.3671,0.001,9.0E-4,5.0E-4
Gaia DR3 137176964763480320,137176964763480320,43.96941497825246,34.38092694565005,26.98172059040613,17.997280925499,-129.80650452154757,1.1637812,14.75725,3.014614,-7.780528,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3111.8892,5.0667,-0.2656,36.5515,2.0E-4,1.0E-4,1.0E-4
Gaia DR3 137182114430919808,137182114430919808,43.95058932567675,34.4735592303143,20.26235576772482,136.1033121892711,-97.40121811433417,0.87195164,14.642886,2.3506956,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 138972467251590656,138972467251590656,46.91551646600864,36.616653620646524,25.80354196296084,241.0756758424044,-217.7899157705714,1.0249114,7.221212,0.8038411,32.746387,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5698.9956,4.2146,-0.0692,38.6748,0.0,0.0,0.0
Gaia DR3 139158422154376832,139158422154376832,47.87390620495592,36.66815213824806,20.60994088814887,8.850555092544218,-2.53447006816873,2.730489,19.812979,1.8663216,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 143872711402992384,143872711402992384,44.68584817298675,40.0722177217886,20.826148387796465,-56.4877095456241,-16.947420905232924,1.2110039,9.558518,1.0811844,-6.039022,VARIABLE,0,false,false,false,true,false,true,true,4949.7705,4.5694,-0.3789,47.9396,1.0E-4,0.0,0.0
Gaia DR3 144534724778235392,144534724778235392,66.6989688020843,21.234716434792638,23.211493092645092,114.75103790406109,-46.02510604331055,1.1111956,10.67892,1.6734028,38.591736,VARIABLE,0,true,true,false,true,false,false,true,,,,,,,
Gaia DR3 145293181643038336,145293181643038336,66.57757082391856,21.470262123168748,21.022085450482432,103.57539571101086,-37.79838463589298,2.1216698,7.239102,0.68395376,33.96602,NOT_AVAILABLE,2,true,true,true,false,false,true,true,6102.2505,4.2049,-0.2289,47.4122,0.0,0.0,0.0
Gaia DR3 145333721838128896,145333721838128896,65.45924707600507,21.32756052060026,48.41260831898592,123.13486093972742,-226.06843974367595,1.264366,11.831024,2.6249504,15.959567,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3092.4236,4.1995,-0.7916,20.6996,0.0024,0.0016,0.001
Gaia DR3 145784835140102016,145784835140102016,66.32628208468356,23.060624403370937,20.7536113300791,106.44698152807058,-43.957385307406525,1.17332,12.954094,2.4809856,39.084785,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 148364392496146304,148364392496146304,69.67868192996704,25.681093456820836,20.68473858107232,80.40436696031934,-114.59402747363947,1.4277952,12.60058,2.423769,10.854531,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 149242249454230144,149242249454230144,66.23942381318409,24.033860832529715,29.724034135645123,-21.980809377749555,15.62989986745818,0.9905424,17.439268,4.7283516,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 149737064046059648,149737064046059648,66.03895039777957,25.68246886185236,20.131651151097504,10.915284778784152,-223.78938687233023,0.98524266,16.719837,3.5833912,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 154788598418435328,154788598418435328,71.94851059449353,28.319214552291683,42.19541581286902,42.66564411548597,-409.00914870646875,1.0065604,19.925694,3.2961655,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 156205731470219904,156205731470219904,77.76953251617346,30.302542017609106,22.55351754444505,-59.39641313058814,22.96492756272033,0.8824975,8.316029,0.959198,-30.496916,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5281.599,4.4299,0.1144,44.1475,1.0E-4,1.0E-4,0.0
Gaia DR3 157709966455878016,157709966455878016,70.05130478689293,27.924191550753626,28.22132101438258,16.07882488093422,-70.7199824445217,1.0334303,15.021836,3.3982773,,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 161219916809468544,161219916809468544,72.06014617304515,32.61509101730604,20.79217677986656,-18.87315369030689,-35.358815430532694,4.701007,13.184756,2.7224169,-75.086044,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 167851277595857024,167851277595857024,57.198215871552655,29.37171842224607,21.265953144615217,115.43377497306824,195.42252947030872,1.1361482,14.427346,2.8807487,34.639584,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 173467548630048128,173467548630048128,69.92217597098045,33.46030344842731,26.566632506312658,98.40518391784056,-134.8450630297284,1.0240529,14.539381,2.9549246,35.430046,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3130.7793,5.0335,-0.1727,37.0789,3.0E-4,2.0E-4,1.0E-4
Gaia DR3 2673638617215104,2673638617215104,47.141127549760796,4.149839471519029,24.693995770566485,24.410359105280023,61.95319693702417,1.2594124,13.973416,2.8923092,8.373323,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3001.915,4.3488,-0.6184,40.6398,8.0E-4,5.0E-4,3.0E-4
Gaia DR3 3499474928879104,3499474928879104,46.59890035767369,4.547457736113798,25.77270514927296,-60.61903711896908,-34.15896329875357,1.2555447,14.565909,2.90829,9.060824,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3150.218,5.0367,-0.2093,38.6003,0.0,0.0,0.0
Gaia DR3 8578256576520320,8578256576520320,44.99859716662171,8.198672824518475,33.93674755945321,479.722188190465,-75.68573540969703,1.0458804,15.781027,0.6190653,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 8810116091022208,8810116091022208,44.05766181697293,8.38116469976781,23.14853753090701,66.40087965379057,-89.43507977777753,1.3787111,5.860868,0.61441326,27.377527,NOT_AVAILABLE,0,false,false,false,false,false,true,true,6350.0938,3.9342,-0.1804,43.7931,5.0E-4,5.0E-4,3.0E-4
Gaia DR3 10813357557424768,10813357557424768,50.944366380686,8.083631442538644,26.076298063568952,64.97290977913462,-298.8750099408725,1.0538352,15.950438,3.5329247,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,2936.6978,5.1436,-0.3375,38.8492,6.0E-4,3.0E-4,3.0E-4
Gaia DR3 11589475327804160,11589475327804160,53.21687099389035,8.366617590396853,21.36091774393805,3.8768344776718378,-39.870155896701746,1.0652043,16.65711,3.6977358,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,2881.6658,5.1517,-0.2989,48.1585,1.0E-4,1.0E-4,1.0E-4
Gaia DR3 19316224572460416,19316224572460416,39.02838450657828,6.8933391075785275,138.34000380964673,1778.585493720961,1477.3061594730598,7.2789974,5.4983196,1.1986432,25.208157,NOT_AVAILABLE,0,false,false,true,false,false,false,false,,,,,,,
Gaia DR3 19905219207554816,19905219207554816,40.26048112063711,8.496730166022273,29.220749469398466,11.073748800721237,-289.4660562716095,1.4594002,13.816709,2.7557411,-12.995833,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3216.359,4.998,-0.1681,33.9252,2.0E-4,1.0E-4,1.0E-4
Gaia DR3 22269508511466624,22269508511466624,41.482248141749295,10.666519258480369,20.6023979926376,246.92675518981127,-100.45730133908597,1.3693658,11.891757,2.0620499,17.92087,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3500.158,3.9774,-1.3319,48.8545,0.0913,0.0629,0.0361
Gaia DR3 26484834227184896,26484834227184896,39.15926754825287,12.447251091150017,28.90260357723277,279.47143285121086,-85.65389143322106,4.1127963,5.4919176,0.68865967,8.355055,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 28220482050963328,28220482050963328,43.32692633312693,11.2373694485754,21.14283348409853,-6.165881019041375,-126.91863443453043,1.1830056,14.844751,2.8384056,-0.42398837,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3180.7856,5.0305,-0.2276,46.8558,8.0E-4,5.0E-4,4.0E-4
Gaia DR3 30015331704220928,30015331704220928,50.39409988474839,14.319173907804084,27.309617282563106,466.9440011528385,-302.8425907264461,1.2063694,14.004757,2.7040167,-4.1311564,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3229.622,4.9749,-0.3214,36.2871,5.0E-4,3.0E-4,2.0E-4
Gaia DR3 32285720136361088,32285720136361088,44.57359634515934,14.517689921910556,20.43779482056262,90.34947467772585,-155.231206736418,1.1325637,13.447759,2.5031195,23.720272,NOT_AVAILABLE,0,false,false,false,false,false,false,true,3221.2961,4.4301,-0.5706,48.9585,0.0852,0.0555,0.0346
Gaia DR3 35227046884571776,35227046884571776,43.26964247679057,16.86437381897744,260.98844068047276,3429.0828268077694,-3805.54112273733,1.3042897,12.263103,4.5285025,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,
Gaia DR3 37919171042054784,37919171042054784,57.07357684671196,13.317457890902741,20.90871203755435,84.34153745455453,-17.05626173748721,1.2763431,13.666759,2.5571795,7.365345,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 38017646052130176,38017646052130176,55.38942715989635,12.869092101497186,27.93174412535668,17.73512072559749,-337.78930760368905,1.372588,12.5516405,2.303193,-14.215602,VARIABLE,0,true,true,true,true,false,true,true,3307.2107,4.1468,-1.3131,35.9979,0.0083,0.0055,0.0033
Gaia DR3 38670343642226816,38670343642226816,58.444399279536576,13.391924810121866,24.186709101837636,148.26057936245402,-13.882789936215294,1.220758,14.806908,3.1961699,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3047.8062,4.984,0.0574,41.0756,8.0E-4,5.0E-4,3.0E-4
Gaia DR3 41001411371871872,41001411371871872,54.094462455035476,13.843571166814266,34.6750667581646,200.61056354233295,-585.5179251312597,1.8923221,13.617549,2.7911854,-2.0520902,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 43335880716390784,43335880716390784,55.96975018897759,16.670623365429,58.03610684428783,157.85487482673597,-316.1987017758971,1.0358549,9.218082,1.8789568,34.097134,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3627.712,4.019,-1.434,17.2021,0.0,0.0,0.0
Gaia DR3 44901791432527232,44901791432527232,56.14712981451253,18.43104008150184,52.9577347158701,412.51764655794017,-1129.7758796278197,0.983954,15.057756,0.52805424,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 46975436002187136,46975436002187136,62.67708099718692,18.423116547059568,21.412299104141248,121.42944939639628,-30.96376816159961,0.86649096,6.5024347,0.55978537,37.572186,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6533.264,4.133,-0.4739,46.6474,1.0E-4,0.0,0.0
Gaia DR3 55839698744164352,55839698744164352,50.635923553461865,17.725225330538517,24.16604011963371,41.09446701534267,-28.98605763773231,1.0716141,8.621102,1.0378494,-8.079441,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5081.738,4.4901,0.1373,41.3366,5.0E-4,4.0E-4,2.0E-4
Gaia DR3 69023083679564672,69023083679564672,51.707286559075165,24.6585984176203,23.879266395106995,162.84207202665192,-42.66130216477333,0.9978776,18.718866,3.445097,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 72117556076986368,72117556076986368,33.98650746472387,10.254962202598765,55.01897871874126,617.7929525609056,25.045622628052023,1.3942916,13.927216,3.369505,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 77966889217209472,77966889217209472,30.240537879685103,15.008846691302496,25.122710568812813,-2.084509741505986,-238.4939250659806,1.0275793,10.030877,1.5846224,-15.569953,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 88996326578456192,88996326578456192,38.41271746811351,21.419368702519694,35.11484352601681,61.08973087791264,-223.03883292004096,0.94547457,17.229706,1.219862,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 103649316178540416,103649316178540416,31.246312441919567,22.80074001456341,21.633906887763416,360.5054225401055,-343.8027989995343,0.9129481,9.250105,1.1076851,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,4885.2803,4.5094,-0.1482,46.1498,0.0,0.0,0.0
Gaia DR3 112402940567232896,112402940567232896,46.49239370159505,26.000644131314264,34.257501922985035,-169.7239503820541,-378.73141707185147,11.205745,14.435533,3.0832481,,NOT_AVAILABLE,1,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 116456668137575040,116456668137575040,43.923246495042164,28.129225585274177,30.196903703906006,270.8191083521489,-146.47337145711148,1.2035267,10.404937,1.7869949,50.522224,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 117812434694991360,117812434694991360,52.80512143837861,26.989721406418884,23.45200637812675,38.23839404994701,-195.05854364268114,1.2807821,13.952557,3.004613,-44.960796,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 120495788525627776,120495788525627776,51.836272360938445,29.0123941526466,43.79201025574775,-206.09720995605383,6.430770837291422,1.4891644,12.9899435,2.7523584,-27.195206,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3040.8635,4.4752,-0.7452,22.7313,0.0012,8.0E-4,5.0E-4
Gaia DR3 120936319027311744,120936319027311744,52.41171352435109,30.629939946970605,20.800795172754228,-10.977402480889298,-40.00451671012234,1.010101,17.850004,0.99466515,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 125190054638221696,125190054638221696,49.660790661116714,32.665361719196575,38.978858302832144,210.04150807876997,-97.84842821413605,1.0998466,10.525218,2.0312576,3.6700003,NOT_AVAILABLE,0,false,false,true,false,false,true,true,3470.7048,4.1511,-0.9559,25.7649,0.0019,0.0013,7.0E-4
Gaia DR3 128095411034209536,128095411034209536,38.5022615343967,28.324004967426575,24.232117343792048,90.85784179566852,-140.4228855700832,1.4476948,12.063372,2.2063189,-0.71607757,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,
Gaia DR3 133144643307243648,133144643307243648,38.65541300885762,30.92390010963285,20.008223074710184,17.62058936653959,-107.76264979382267,0.99091506,14.988824,2.742735,-10.497198,NOT_AVAILABLE,0,true,true,false,false,false,false,true,3057.5562,4.6061,-0.7695,49.7917,7.0E-4,4.0E-4,3.0E-4
Gaia DR3 138999542724521728,138999542724521728,45.90110281663027,36.4414017061195,24.04013848694477,164.17723011850538,-46.54226090990294,1.891112,12.292258,2.1465397,24.308878,NOT_AVAILABLE,0,false,false,true,false,false,false,true,,,,,,,
Gaia DR3 140340019198719232,140340019198719232,44.17299860878332,35.37599070841988,26.066018193063762,200.9863567298903,-63.297945382047594,1.0747843,12.504895,2.4661722,24.581081,NOT_AVAILABLE,0,true,true,true,false,false,true,true,3166.054,4.0772,-0.8241,39.0732,0.0018,0.0012,7.0E-4
Gaia DR3 140357297851215872,140357297851215872,44.67589329914353,35.55951746130417,24.995108579429672,-27.290832231055653,-207.93393520698908,1.0024332,9.144718,1.2284346,6.953157,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4758.162,4.55,0.352,39.9697,1.0E-4,1.0E-4,0.0
Gaia DR3 143438855283093888,143438855283093888,43.63594860211109,39.18328080269767,28.655097574772643,-12.075941525644808,-152.15066734015903,1.2363191,11.558193,2.1583538,-18.619114,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 145664777917536512,145664777917536512,66.03147802349007,22.118672707891832,21.972393587551636,110.55785272690655,-43.889716888500814,1.0518627,10.500138,1.5751286,38.312172,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 145674574739951872,145674574739951872,66.34285323849276,22.29367359328652,20.91185281250576,104.35453085558618,-44.435815183648266,1.1911019,4.167236,0.22083235,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 147586247500686336,147586247500686336,68.34964551576856,23.990567559283633,22.93807478028544,104.81498110302849,-38.07174541271763,7.6260633,12.281707,2.388587,37.75544,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,
Gaia DR3 148867315986268672,148867315986268672,65.48339584626218,23.41804933109506,23.108862048257414,117.84927878553006,-52.011288633990034,1.2490463,12.44766,2.3898306,38.828304,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 149327461604162688,149327461604162688,66.76358969231461,24.10416450594337,21.185878117312754,104.7327978184749,-47.78656317905104,1.1376319,14.591046,3.0560608,39.8588,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 155803683873897856,155803683873897856,75.99859962386358,28.876302716556022,27.383995794680125,220.68781235678895,-209.21180512424968,0.92864674,9.407084,1.2981186,26.653122,NOT_AVAILABLE,0,true,true,false,false,false,true,true,4550.4873,4.5778,0.0827,36.4785,0.0,0.0,0.0
Gaia DR3 159319582758877568,159319582758877568,70.18607962288075,30.13233267700771,28.927062696333834,-97.69452367423679,47.20294784754613,1.0024334,14.576725,3.0481825,-32.112,NOT_AVAILABLE,0,true,true,false,false,false,true,true,3094.7588,5.0461,-0.1677,34.4545,6.0E-4,4.0E-4,3.0E-4
Gaia DR3 162941133543385088,162941133543385088,64.06901026091667,27.39710709489066,22.301205015395954,229.7605238545847,-231.024203580113,1.1225234,14.133803,2.9165401,-84.05321,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,
Gaia DR3 163571119344300928,163571119344300928,59.71107548648355,27.175802830705244,24.431330441360355,140.57475875212924,-59.106885577363215,1.1824193,18.513924,3.6966953,,NOT_AVAILABLE,0,true,false,false,false,false,false,false,,,,,,,
Gaia DR3 164084797434486016,164084797434486016,62.46908670095042,28.915150031843595,20.037214074398616,106.02561705702274,-204.2249572723088,1.0687863,15.472521,2.933384,74.6237,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
Gaia DR3 164262059326729088,164262059326729088,61.7514381847838,29.00134411387584,35.93194258198941,-91.66088401067995,8.095730702510371,1.069959,5.1164393,0.48911095,8.596618,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6855.559,4.1054,-0.5464,27.7565,1.0E-4,1.0E-4,0.0
Gaia DR3 167270151340508800,167270151340508800,60.126189725742165,29.150560421122137,21.34760729535401,-65.28338928998905,-111.65958201661206,1.1212734,15.044764,3.0038147,-6.5480328,NOT_AVAILABLE,0,true,false,false,false,false,false,true,,,,,,,
